OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id,tnorm
"227",-29.3809352614,-177.987079871,34.4167316796,"151","901",NZL.KEI,Kermadec Islands,"1",KER-OO,Kermadec Is.,KER,"51","5",Australasia,NZL,New Zealand,"3","0","2400",438.740
"545",-28.6733105226,113.830992672,0.15559242138,"15","38",AUS.AI,"Alexander Island (Australia, not Antarctica)","1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84",9640.572
"547",-28.4753642101,113.785944494,0.06916290987,"14","40",AUS.BI,Beacon Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"1","2","84",20242.063
"548",-19.014715449,152.124754183,3.95083533286,"5","41",AUS.CSIT,Coral Sea Islands Territory,"1",QLD-CS,Coral Sea Is. Territory,QLD,"50","5",Australasia,AUS,Australia,"2","2","123",126.556
"549",-28.4366510864,113.728120199,3.31783197105,"27","42",AUS.EWI,East Wallabi Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84",813.784
"550",-28.6674558307,113.828145415,0.0444972052,"5","43",AUS.GI,Gilbert Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84",11236.661
"551",-28.8865725253,113.859678278,0.23889188596,"11","44",AUS.GUI,Gun Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84",4604.593
"552",-28.6737718422,113.852452017,0.06053859202,"51","45",AUS.HI,Helms Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84",84243.783
"553",-28.8007608702,114.03977213,0.33588399824,"1","46",AUS.HUI,Hummock Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"2","2","84",297.722
"554",-28.6888147393,113.862786793,0.1782911258,"10","47",AUS.LEI,Leo Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia,"1","2","84",5608.804
"320",-32.987930983,148.618957975,80467.6701049,"694","57",AUS.NSW.CWS,Central Western Slopes,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia,"3","2","2411",0.862
