OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country,completeness,completeness_judge,ref_id,tnorm
"761",-39.9829532824,-72.5589872379,18158.1925237,"219","252",CHL.VD,Valdivia,"0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile,"2","0","45",1.206
"762",-33.1691805849,-71.4286984897,2396.73674361,"241","253",CHL.VP,ValparaΓ­so,"0",CLC-VA,ValparaΒ‘so,CLC,"85","8",Southern America,CHL,Chile,"2","0","45",10.055
"815",3.90941307586,-73.083842042,1135117.86432,"596","306",COL,Colombia,"0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.053
"818",9.96934862467,-84.1820871651,52681.8114277,"283","309",CRI,Costa Rica,"0",COS-OO,Costa Rica,COS,"80","8",Southern America,CRI,Costa Rica,"3","0","55",0.537
"820",12.193377872,-68.9715439221,437.711431201,"47","311",CUW,Curacao,"1",NLA-CU,Curaβ‘ao,NLA,"81","8",Southern America,ANT,Netherlands Antilles,"2","1","130",10.738
"822",19.4254361892,-80.8735849078,280.407433128,"239","313",CYM,Cayman Islands,"1",CAY-OO,Cayman Is.,CAY,"81","8",Southern America,CYM,Cayman Islands (the),"2","1","1",85.233
"827",15.4345515847,-61.3499878056,754.214180857,"203","318",DMA,Dominica,"1",WIN-DO,Dominica,WIN,"81","8",Southern America,DMA,Dominica,"2","1","1",26.915
"829",18.9096215387,-70.491078707,47120.0358092,"66","320",DOM,Dominican Republic,"1",DOM-OO,Dominican Republic,DOM,"81","8",Southern America,DOM,Dominican Republic (the),"2","1","64",0.140
"848",10.3028559667,-109.216859853,10.0972408009,"16","338",FRA.CLI,Clipperton Island,"1",CPI-CL,Clipperton I.,CPI,"80","8",Southern America,PYF,French Polynesia,"2","2","107",158.459
"861",15.9321136664,-61.2685686791,159.86040914,"31","352",GLP.MG,Maria Galante,"1",LEE-GU,Guadeloupe,LEE,"81","8",Southern America,GLP,Guadeloupe,"2","1","1",19.392
"866",12.1137476821,-61.6837760659,316.624460488,"157","358",GRD,Grenada,"1",WIN-GR,Grenada,WIN,"81","8",Southern America,GRD,Grenada,"2","1","1",49.586
"868",3.92862091003,-53.2456816049,83360.8680083,"255","360",GUF,French Guiana,"0",FRG-OO,French Guiana,FRG,"82","8",Southern America,GUF,French Guiana,"2","2","2390",0.306
"870",4.77707848626,-58.9814437011,209432.705813,"104","362",GUY,Guyana,"0",GUY-OO,Guyana,GUY,"82","8",Southern America,GUY,Guyana,"2","2","2390",0.050
"874",18.8428991626,-73.0463618956,686.552103742,"114","365",HTI.GO,Gonave,"1",HAI-HA,Haiti,HAI,"81","8",Southern America,HTI,Haiti,"2","1","1",16.605
"875",20.0449226196,-72.7891242505,182.494749966,"114","366",HTI.TI,"Tortuga Island, Haiti","1",HAI-HA,Haiti,HAI,"81","8",Southern America,HTI,Haiti,"2","1","1",62.468
"923",18.1570714175,-77.3104844786,10992.9789499,"23","414",JAM,Jamaica,"1",JAM-OO,Jamaica,JAM,"81","8",Southern America,JAM,Jamaica,"2","1","64",0.209
"938",17.3392274285,-62.7650594627,171.759943643,"104","429",KNA.KI,Saint Kitts,"1",LEE-SK,St.Kitts-Nevis,LEE,"81","8",Southern America,KNA,Saint Kitts and Nevis,"2","1","1",60.550
"939",17.1503601177,-62.5864697899,95.468543001,"23","430",KNA.NE,Nevis,"1",LEE-SK,St.Kitts-Nevis,LEE,"81","8",Southern America,KNA,Saint Kitts and Nevis,"2","1","1",24.092
"944",13.8984333606,-60.9667735281,614.172141096,"294","435",LCA,Saint Lucia,"1",WIN-SL,St.Lucia,WIN,"81","8",Southern America,LCA,Saint Lucia,"2","1","1",47.869
"1300",18.403234569,-75.0136181539,5.17264671994,"30","784",USA.NI,Navassa Island,"1",HAI-NI,Navassa I.,HAI,"81","8",Southern America,UMI,United States Minor Outlying Islands (the),"3","0","14",579.974
"1018",16.7394520104,-62.1896849557,100.645737018,"23","508",MSR,Montserrat,"1",LEE-MO,Montserrat,LEE,"81","8",Southern America,MSR,Montserrat,"2","2","105",22.852
"1019",14.6527468193,-61.0181145119,1114.85631682,"347","509",MTQ,Martinique,"1",WIN-MA,Martinique,WIN,"81","8",Southern America,MTQ,Martinique,"2","1","1",31.125
"1028",12.8399092065,-85.0302439397,129202.388666,"702","518",NIC,Nicaragua,"0",NIC-OO,Nicaragua,NIC,"80","8",Southern America,NIC,Nicaragua,"2","2","39",0.543
"1067",8.50718722335,-80.1026626594,74135.1887527,"194","529",PAN,Panama,"0",PAN-OO,PanamΒ ,PAN,"80","8",Southern America,PAN,Panama,"1","2","2362",0.262
"1071",18.2220098761,-66.4681479584,8970.47221826,"985","533",PRI,Puerto Rico,"1",PUE-OO,Puerto Rico,PUE,"81","8",Southern America,PRI,Puerto Rico,"2","2","101",10.980
"1206",4.11600919492,-55.9190751914,142529.31146,"101","674",SUR,Suriname,"0",SUR-OO,Surinam,SUR,"82","8",Southern America,SUR,Suriname,"2","2","2390",0.071
"1211",18.0628547302,-63.0610944794,94.17492756,"35","679",SXM,Sint Maarten,"1",LEE-NL,Netherlands Leeward Is.,LEE,"81","8",Southern America,ANT,Netherlands Antilles,"2","1","130",37.165
"1257",-26.2607025495,-69.4639157381,28550.4844284,"8","220",CHL.CR,ChaΓ±aral,"0",CLN-AT,Atacama,CLN,"85","8",Southern America,CHL,Chile,"2","0","45",0.028
"1267",-32.7982107538,-56.0171550655,177345.12371,"190","735",URY,Uruguay,"0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"2","1","57",0.107
"1322",12.8392298432,-61.2838108742,49.148394068,"63","806",VCT.GR,The Grenadines,"1",WIN-SV,St.Vincent,WIN,"81","8",Southern America,VCT,Saint Vincent and the Grenadines,"2","1","1",128.183
"1323",13.2513090001,-61.1889752258,348.619378971,"205","807",VCT.SV,Saint Vincent,"1",WIN-SV,St.Vincent,WIN,"81","8",Southern America,VCT,Saint Vincent and the Grenadines,"2","1","1",58.803
"1324",7.12087424997,-66.1780469386,909729.999257,"104","808",VEN,Venezuela,"0",VEN-OO,Venezuela,VEN,"82","8",Southern America,VEN,Venezuela (Bolivarian Republic of),"2","2","90",0.011
"1325",18.7269167319,-64.3373807535,40.2429077729,"4","809",VGB.AN,"Anegada, British Virgin Islands","1",LEE-BV,British Virgin Is.,LEE,"81","8",Southern America,VGB,Virgin Islands (British),"1","2","27",9.940
"1326",18.4764014066,-64.5706190413,3.53063165243,"85","810",VGB.GI,"Guana Island, British Virgin Islands","1",LEE-BV,British Virgin Is.,LEE,"81","8",Southern America,VGB,Virgin Islands (British),"2","1","1",2407.501
"1327",18.4465061333,-64.7468530432,9.20592359659,"9","811",VGB.JD,"Jost van Dyke, British Virgin Islands","1",LEE-BV,British Virgin Is.,LEE,"81","8",Southern America,VGB,Virgin Islands (British),"2","1","1",97.763
"1328",18.4240743275,-64.6200639425,65.1710143701,"200","812",VGB.TO,"Tortola, British Virgin Islands","1",LEE-BV,British Virgin Is.,LEE,"81","8",Southern America,VGB,Virgin Islands (British),"2","2","101",306.885
"1329",18.4758549511,-64.3992164751,23.9049856345,"109","813",VGB.VG,"Virgin Gorda, British Virgin Islands","1",LEE-BV,British Virgin Is.,LEE,"81","8",Southern America,VGB,Virgin Islands (British),"2","2","101",455.972
"668",-5.10290094043,-39.6231601922,149490.595545,"155","157",BRA.CE,CearΓ‘,"0",BZE-CE,CearΒ ,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413",0.104
"680",-7.40795284947,-42.9850656711,252176.731256,"110","169",BRA.PI,PiauΓ­,"0",BZE-PI,PiauΒ‘,BZE,"84","8",Southern America,BRA,Brazil,"1","1","2413",0.044
"665",-4.18918209033,-64.7190265504,1566066.00805,"153","154",BRA.AM,Amazonas,"0",BZN-AM,Amazonas,BZN,"84","8",Southern America,BRA,Brazil,"1","1","2413",0.010
"19",-24.2666682806,-69.5676669991,65937.3997514,"75","203",CHL.AN,Antofagasta,"0",CLN-AN,Antofagasta,CLN,"85","8",Southern America,CHL,Chile,"2","0","45",0.114
"713",-23.4693972529,-69.1199155671,124545.063073,"3","1221",CHL.RAN,"RegiΓ³n de Antofagasta, Chile","0",CLN-AN,Antofagasta,CLN,"85","8",Southern America,CHL,Chile,"1","2","2385",0.002
"819",21.6201255937,-79.0352254268,109977.74157,"547","310",CUB,Cuba,"1",CUB-OO,Cuba,CUB,"81","8",Southern America,CUB,Cuba,"2","2","91",0.497
"1316",17.9716993865,-64.8027737055,362.160620471,"406","800",USA.VI,United States Virgin Islands,"1",LEE-VI,Virgin Is.,LEE,"81","8",Southern America,VIR,Virgin Islands (U.S.),"1","2","2350",112.105
"646",12.1838282257,-68.2901468601,285.90412947,"38","141",BES.BON,Bonaire,"1",NLA-BO,Bonaire,NLA,"81","8",Southern America,ANT,Netherlands Antilles,"2","1","130",13.291
"543",17.0778428757,-61.7974498962,283.691438612,"183","36",ATG.AN,Antigua,"1",LEE-AB,Antigua-Barbuda,LEE,"81","8",Southern America,ATG,Antigua and Barbuda,"2","1","1",64.507
"544",17.6340021554,-61.7966762426,151.252842569,"43","37",ATG.BA,Barbuda,"1",LEE-AB,Antigua-Barbuda,LEE,"81","8",Southern America,ATG,Antigua and Barbuda,"2","1","1",28.429
"1402",-1.55438594569,-71.4917860763,107462.795659,"30","1111",COL.AMA,"Department of Amazonas, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.028
"1404",4.68044302151,-69.4152022876,100754.833511,"24","1142",COL.VIC,"Department of Vichada, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.024
"1405",0.77600731614,-73.9860593701,90141.7851021,"27","1118",COL.CAQ,"Department of CaquetΓ‘, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.030
"1406",3.31878712338,-72.9661480055,85325.5674783,"60","1130",COL.MET,"Department of Meta, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.070
"1409",2.70987363159,-68.8239904672,68819.307443,"13","1125",COL.GUA,"Department of GuainΓ­a, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.019
"1412",6.91041669307,-75.5916971063,63163.0203612,"162","1112",COL.ANT,"Department of Antioquia, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.256
"1413",1.89760487582,-72.1267888112,55592.2102551,"18","1126",COL.GUV,"Department of Guaviare, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.032
"1414",0.60107212223,-70.5679998008,53242.2515318,"13","1141",COL.VAU,"Department of VaupΓ©s, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.024
"1416",5.98735732716,-76.9711185316,45230.1655677,"52","1122",COL.CHO,"Department of ChocΓ³, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.115
"1418",5.36855767808,-71.622889764,44621.9340473,"26","1119",COL.CAS,"Department of Casanare, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.058
"1425",-0.73270142836,-76.9043720742,33840.302599,"116","1157",ECU.NAP,"Department of Napo, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",0.343
"1427",1.56254760315,-77.8673882397,31952.2231118,"101","1131",COL.NAR,"Department of NariΓ±o, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.316
"1428",6.67539406755,-73.5150153634,30283.8737988,"115","1137",COL.SAN,"Department of Santander, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.380
"1429",-1.70752831744,-76.8732465365,29723.329054,"36","1158",ECU.PAS,"Department of Pastaza, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",0.121
"1430",2.38624019002,-76.8572483775,29163.7507039,"73","1120",COL.CAU,"Department of Cauca, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.250
"1431",8.71290746692,-74.5144571541,26034.5703753,"45","1115",COL.BOL,"Department of BolΓ­var, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.173
"1432",6.54783282825,-70.9546202842,25337.8420175,"20","1113",COL.ARA,"Department of Arauca, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.079
"1434",8.350557443,-75.7995984042,24920.8902466,"41","1123",COL.COR,"Department of CΓ³rdoba, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.165
"1435",4.76467035881,-74.1257222417,24448.6198572,"190","1124",COL.CUN,"Department of Cundinamarca, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.777
"1436",-2.56254928702,-78.0057505088,24054.8665308,"38","1156",ECU.MOR,"Department of Morona.Santiago, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",0.158
"1437",0.45125981177,-75.8776753,24034.9363351,"52","1133",COL.PUT,"Department of Putumayo, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.216
"1439",4.04415197125,-75.2661708622,23409.0655495,"91","1139",COL.TOL,"Department of Tolima, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.389
"1440",5.75953218789,-73.1217634694,23375.9636608,"120","1116",COL.BOY,"Department of BoyacΓ‘, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.513
"1441",9.51846203168,-73.5362646193,22917.2170069,"40","1121",COL.CES,"Department of Cesar, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.175
"1442",8.07747320589,-72.8893280005,22805.6643022,"58","1132",COL.NOR,"Department of Norte de Santander, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.254
"1444",3.8688554772,-76.5317450311,22001.9488441,"54","1140",COL.VAL,"Department of Valle del Cauca, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.245
"1445",10.1891182674,-74.2646526217,21546.6236049,"87","1129",COL.MAG,"Department of Magdalena, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.404
"1448",11.4565871519,-72.455167,21012.196134,"41","1128",COL.GUJ,"Department of La Guajira, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.195
"1449",-24.1649821196,-56.646779059,20887.9269045,"2","1176",PRY.SAN,"Department of San Pedro, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.010
"1450",2.53903899478,-75.6398868117,20301.1134597,"78","1127",COL.HUI,"Department of Huila, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.384
"1451",-2.12346509431,-80.0134694751,20143.0243603,"127","1151",ECU.GUA,"Department of Guayas, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",0.630
"1452",-0.75216503972,-80.1346407008,19333.5176251,"58","1155",ECU.MAN,"Department of ManabΓ­, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",0.300
"1453",-22.8387608748,-57.1193132692,18772.9342874,"1","1169",PRY.CON,"Department of ConceptiΓ³n, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.005
"1454",-0.01534098825,-76.5628746409,18045.2598299,"19","1160",ECU.SUC,"Department of SucumbΓ­os, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",0.105
"1459",-32.0393762624,-55.8070052821,15673.5072886,"1","1219",URY.TAC,"Department of TacuarembΓ³, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.006
"1460",0.71611741675,-79.2157364699,15538.363516,"63","1150",ECU.ESM,"Department of Esmeraldas, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",0.405
"1461",-24.2275723048,-55.2186060684,15031.96595,"1","1167",PRY.CAN,"Department of CanindeyΓΊ, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.007
"1463",-25.3880538843,-54.9532222314,14127.407181,"3","1163",PRY.ALT,"Department of Alto ParanΓ‘, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.021
"1464",-0.15303837609,-78.7810987127,13685.237492,"301","1159",ECU.PIC,"Department of Pichincha, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",2.199
"1465",-32.0325231742,-57.3794699926,13346.5597205,"5","1211",URY.PAY,"Department of PaysandΓΊ, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.037
"1466",-32.40241198,-54.3749164194,13186.9926989,"3","1203",URY.CER,"Department of Cerro Largo, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.023
"1467",-25.186728185,-55.8827311822,12902.3286413,"1","1165",PRY.CAG,"Department of CaaguazΓΊ, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.008
"1468",-22.8758077148,-56.062649511,12536.9810106,"1","1164",PRY.AMA,"Department of Amambay, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.008
"1469",-32.9353403471,-56.1079013883,12406.8952606,"2","1205",URY.DUR,"Department of Durazno, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.016
"1470",-33.8680570036,-55.0086885286,11519.2132096,"1","1208",URY.LAV,"Department of Lavelleja, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.009
"1471",-26.7599885605,-57.9024067171,11449.7726788,"3","1174",PRY.NEE,"Department of ΓeembucΓΊ, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.026
"1472",-4.08873967456,-79.6545513382,11108.6785561,"123","1153",ECU.LOJ,"Department of Loja, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",1.107
"1473",-33.9432173913,-54.0229585019,10885.8733043,"2","1214",URY.ROC,"Department of Rocha, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.018
"1474",9.06298149435,-75.122765619,10807.5383105,"16","1138",COL.SUC,"Department of Sucre, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.148
"1475",-33.7032774354,-55.9019424669,10728.9272238,"8","1207",URY.FLA,"Department of Florida, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.075
"1476",-4.16932060825,-78.9021559333,10581.5790682,"12","1162",ECU.ZAM,"Department of Zamora.Chinchipe, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",0.113
"1477",-31.6474950856,-55.0344094503,9792.02337103,"1","1213",URY.RIV,"Department of Rivera, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.010
"1479",-26.2348560172,-56.0589068618,9544.0147976,"1","1166",PRY.CAZ,"Department of CaazapΓ‘, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.010
"1482",-33.4778612499,-57.7643254117,8817.18819761,"4","1217",URY.SOR,"Department of Soriano, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.045
"1483",-32.7172568632,-57.4663688202,8812.75356081,"5","1212",URY.RIO,"Department of RΓ­o Negro, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.057
"1484",-26.0394267245,-57.1299272778,8719.09932826,"2","1175",PRY.PAR,"Department of ParaguarΓ­, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.023
"1485",-3.01380939018,-79.1464598558,8006.24374364,"121","1143",ECU.AZU,"Department of Azuay, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",1.511
"1486",5.33202802908,-75.338999118,7554.4311227,"68","1117",COL.CAL,"Department of Caldas, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",0.900
"1487",-1.34418467069,-79.4869341777,7224.2670878,"155","1154",ECU.RIO,"Department of Los.RΓ­os, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",2.146
"1488",-1.96847659877,-78.7159369316,6485.6577359,"99","1147",ECU.CHI,"Department of Chimborazo, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",1.526
"1489",-34.112193846,-57.6785388609,6361.95028689,"2","1204",URY.COL,"Department of Colonia, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.031
"1490",-0.86112605113,-78.8550448548,6011.48219956,"86","1148",ECU.COT,"Department of Cotopaxi, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",1.431
"1491",-3.50803630675,-79.8262305075,5817.06135754,"39","1149",ECU.ORO,"Department of El.Oro, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",0.670
"1492",-34.2739589198,-56.7456696057,5467.80442014,"3","1216",URY.SAN,"Department of San JosΓ©, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.055
"1494",-34.546991538,-54.8618690062,5079.08506902,"3","1209",URY.MAL,"Department of Maldonado, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.059
"1495",-34.5191627647,-55.9586914675,4852.64028632,"8","1202",URY.CAN,"Department of Canelones, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",0.165
"1496",-25.1918616258,-56.9458057149,4798.03087552,"3","1170",PRY.COR,"Department of Cordillera, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.063
"1497",0.40588163464,-78.3558581666,4793.90355031,"133","1152",ECU.IMB,"Department of Imbabura, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",2.774
"1499",10.7171216107,-74.9031763855,4415.24111552,"45","1114",COL.ATL,"Department of AtlΓ‘ntico, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",1.019
"1500",5.06808208193,-75.9214494926,4038.30094702,"47","1135",COL.RIS,"Department of Risaralda, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",1.164
"1501",-1.59053574527,-79.1023180913,3930.27066567,"65","1144",ECU.BOL,"Department of BolΓ­var, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",1.654
"1502",-25.8229880157,-56.2953976923,3824.32817989,"2","1171",PRY.GUA,"Department of GuairΓ‘, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.052
"1503",0.74040502982,-78.0486456658,3553.29105292,"73","1146",ECU.CAR,"Department of Carchi, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",2.054
"1504",-1.29086710914,-78.5047157366,3380.50693872,"151","1161",ECU.TUN,"Department of Tungurahua, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",4.467
"1505",-2.52945565035,-79.0244380128,3323.00029257,"55","1145",ECU.CAN,"Department of CaΓ±ar, Ecuador","0",ECU-OO,Ecuador,ECU,"83","8",Southern America,ECU,Ecuador,"2","2","2402",1.655
"1506",-25.5348950285,-57.4936061547,2418.5384157,"4","1168",PRY.CEN,"Department of Central, Paraguay","0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay,"1","2","2385",0.165
"1507",4.47823350882,-75.6901825951,1730.56637558,"64","1134",COL.QUI,"Department of QuindΓ­o, Colombia","0",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",3.698
"1508",-34.8258180563,-56.226730211,474.527509005,"14","1210",URY.MON,"Department of Montevideo, Uruguay","0",URU-OO,Uruguay,URU,"85","8",Southern America,URY,Uruguay,"1","2","2385",2.950
"1509",12.9518552331,-81.5231873268,52.3637328685,"33","1136",COL.SPS,"Department of San AndrΓ©s, Providencia y Santa Catalina, Colombia","1",CLM-OO,Colombia,CLM,"83","8",Southern America,COL,Colombia,"2","2","2344",63.021
"1510",-38.69563794,-72.2799324075,34415.7249987,"10","1228",CHL.RAR,"RegiΓ³n de La AraucanΓ­a, Chile","0",CLC-LA,La Araucania,CLC,"85","8",Southern America,CHL,Chile,"1","2","2385",0.029
"1511",6.21331337584,-63.486329669,239937.849508,"52","1235",VEN.BOL,"State of BolΓ­var, Venezuela","0",VEN-OO,Venezuela,VEN,"82","8",Southern America,VEN,Venezuela (Bolivarian Republic of),"2","2","2390",0.022
"1512",3.41241095035,-65.936888829,183048.343213,"36","1236",VEN.AMZ,"State of Amazonas, Venezuela","0",VEN-OO,Venezuela,VEN,"82","8",Southern America,VEN,Venezuela (Bolivarian Republic of),"2","2","2390",0.020
"1513",8.75975375419,-61.3299421479,40024.2853773,"34","1237",VEN.AMC,"State of Delta Amacuro, Venezuela","0",VEN-OO,Venezuela,VEN,"82","8",Southern America,VEN,Venezuela (Bolivarian Republic of),"2","2","2390",0.085
"1514",-17.2942248489,-61.4609874433,355513.510679,"396","1238",BOL.SCR,"Region de Santa Cruz, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394",0.111
"1515",-13.856611537,-65.1538497647,219769.43631,"164","1239",BOL.BEN,"Region del Beni, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394",0.075
"1516",-15.2230014019,-68.1255193973,131113.905252,"667","1240",BOL.LPA,"Region de La Paz, Bolivia","0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of),"2","2","2394",0.509
