OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country
"484",-36.85676118510,144.30883840700,227944.88000199999,"1539","107",AUS.VIC,Australia Victoria,"0",VIC-OO,Victoria,VIC,"50","5",Australasia,AUS,Australia
"490",47.25072205700,9.89903218655,2686.01279949000,"125","918",AUT.VOR,Vorarlberg,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria
"495",22.24592772960,4.78067715154,6832540.61983999982,"1","993",ESH,Western Sahara,"0",WSA-OO,Western Sahara,WSA,"20","2",Africa,ESH,Western Sahara*
"499",48.22556078690,16.39523850060,461.01724058000,"182","911",AUT.VIE,Wien,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria
"506",17.21766753940,-88.68476698850,22093.33250880000,"62","149",BLZ,Belize,"0",BLZ-OO,Belize,BLZ,"80","8",Southern America,BLZ,Belize
"508",12.51562579740,-69.97564013030,199.56724235100,"32","1",ABW,Aruba,"1",ARU-OO,Aruba,ARU,"81","8",Southern America,ABW,Aruba
"509",-12.29947711840,17.53796482350,1248577.78869000007,"364","2",AGO,Angola,"0",ANG-OO,Angola,ANG,"26","2",Africa,AGO,Angola
"510",18.21473632010,-63.05439836720,74.92801846920,"70","3",AIA,Anguilla,"1",LEE-AG,Anguilla,LEE,"81","8",Southern America,AIA,Anguilla
"511",41.15151371330,20.06536611450,28836.22341040000,"108","4",ALB,Albania,"0",ALB-OO,Albania,ALB,"13","1",Europe,ALB,Albania
"512",-36.67898769740,-60.55851256970,306120.74677899998,"466","5",ARG.BA,Buenos Aires,"0",AGE-BA,Buenos Aires,AGE,"85","8",Southern America,ARG,Argentina
"513",-27.28557418440,-66.99589497430,99181.11452770000,"96","6",ARG.CA,Catamarca,"0",AGW-CA,Catamarca,AGW,"85","8",Southern America,ARG,Argentina
"514",-26.39757953980,-60.75901225350,99216.22114160001,"70","7",ARG.CHA,Chaco,"0",AGE-CH,Chaco,AGE,"85","8",Southern America,ARG,Argentina
"515",-43.79850730640,-68.49141701500,221723.65742300000,"177","8",ARG.CHU,Chubut,"0",AGS-CB,Chubut,AGS,"85","8",Southern America,ARG,Argentina
"516",-32.09515158070,-63.77140815030,167757.10038200000,"214","9",ARG.CO,Córdoba,"0",AGE-CD,C¢rdoba,AGE,"85","8",Southern America,ARG,Argentina
"517",-28.76469001980,-57.79203142020,88605.61930950001,"109","10",ARG.COR,Corrientes,"0",AGE-CN,Corrientes,AGE,"85","8",Southern America,ARG,Argentina
"518",-34.61790538930,-58.45074934000,178.28371828700,"118","11",ARG.DF,Ciudad de Buenos Aires,"0",AGE-DF,Argentina Distrito Federal,AGE,"85","8",Southern America,ARG,Argentina
"519",-32.04365700510,-59.20367479400,78050.92799290000,"215","12",ARG.ER,Entre Ríos,"0",AGE-ER,Entre R¡os,AGE,"85","8",Southern America,ARG,Argentina
"520",-24.90180326930,-59.93129157200,76146.22977570001,"49","13",ARG.FO,Formosa,"0",AGE-FO,Formosa,AGE,"85","8",Southern America,ARG,Argentina
"521",-23.31086558100,-65.76730492820,53048.87790940000,"115","14",ARG.JU,Jujuy,"0",AGW-JU,Jujuy,AGW,"85","8",Southern America,ARG,Argentina
"522",-37.13287100790,-65.44550668100,142697.41262300001,"202","15",ARG.LP,La Pampa,"0",AGE-LP,La Pampa,AGE,"85","8",Southern America,ARG,Argentina
"523",-29.67377294380,-67.16854234660,91671.78122619999,"75","16",ARG.LR,La Rioja,"0",AGW-LR,La Rioja,AGW,"85","8",Southern America,ARG,Argentina
"524",-34.59832915020,-68.60840888190,151240.49360900000,"207","17",ARG.ME,Mendoza,"0",AGW-ME,Mendoza,AGW,"85","8",Southern America,ARG,Argentina
"525",-26.86736887840,-54.64819479940,30135.66748390000,"90","18",ARG.MI,Misiones,"0",AGE-MI,Misiones,AGE,"85","8",Southern America,ARG,Argentina
"526",-38.64038395610,-70.12515468300,93570.52649950000,"207","19",ARG.NE,Neuquén,"0",AGS-NE,Neuqu‚n,AGS,"85","8",Southern America,ARG,Argentina
"527",-40.39972805590,-67.23688400800,202999.23224099999,"246","20",ARG.RN,Río Negro,"0",AGS-RN,Rio Negro,AGS,"85","8",Southern America,ARG,Argentina
"528",-24.28980121510,-64.82432124440,155920.92600199999,"145","21",ARG.SA,Salta,"0",AGW-SA,Salta,AGW,"85","8",Southern America,ARG,Argentina
"529",-48.79265840200,-69.88963617870,238778.42028900000,"143","22",ARG.SC,Santa Cruz,"0",AGS-SC,Santa Cruz,AGS,"85","8",Southern America,ARG,Argentina
"530",-27.72682673330,-63.29368585290,135049.62154600001,"76","23",ARG.SE,Santiago del Estero,"0",AGW-SE,Santiago del Estero,AGW,"85","8",Southern America,ARG,Argentina
"531",-30.69464298600,-60.94502082850,133705.59122300000,"128","24",ARG.SF,Santa Fe,"0",AGE-SF,Santa F‚,AGE,"85","8",Southern America,ARG,Argentina
"532",-30.81534624810,-68.87166817790,86778.14213810000,"94","25",ARG.SJ,San Juan,"0",AGW-SJ,San Juan,AGW,"85","8",Southern America,ARG,Argentina
"533",-33.75648537080,-66.02872610440,77386.86837000000,"100","26",ARG.SL,San Luis,"0",AGW-SL,San Luis,AGW,"85","8",Southern America,ARG,Argentina
"534",-54.32977678790,-67.42628669500,20884.13439620000,"150","27",ARG.TF,Tierra del Fuego,"1",AGS-TF,Tierra del Fuego (Argentina),AGS,"85","8",Southern America,ARG,Argentina
"535",-26.94320628030,-65.37817086120,23071.49194100000,"143","28",ARG.TU,Tucumán,"0",AGW-TU,Tucuman,AGW,"85","8",Southern America,ARG,Argentina
"536",-14.28403923290,-170.55346367200,1.74340419344,"89","29",ASM.AUU,Aunuu,"1",SAM-AS,American Samoa,SAM,"60","6",Pacific,ASM,American Samoa
"555",-28.47227036770,113.77426478800,0.19209215982,"10","48",AUS.LI,"Long Island, Houtman Abrolhos","1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"556",-28.72712114700,113.78716961800,0.09637916159,"22","49",AUS.LRI,Little Rat Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"557",-28.74533956150,113.81429386800,0.11838833165,"10","50",AUS.MI,Morley Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"558",-28.90864410320,113.91247387800,0.24559520752,"7","51",AUS.MII,Middle Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"559",-28.89724137420,113.89810846100,0.05765913151,"2","52",AUS.MUI,Murray Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"560",-28.86319200970,113.99696706100,0.11671393625,"6","53",AUS.NEI,Newman Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"561",-28.30002052280,113.59568453300,1.87297968671,"24","54",AUS.NI,"North Island, Houtman Abrolhos","1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"562",-33.67974482530,150.80651351400,17699.64259260000,"1127","55",AUS.NSW.CC,Central Coast,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"563",-33.66517028600,149.80189999400,21809.90222240000,"696","56",AUS.NSW.CT,Central Tablelands,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"564",-31.55301451640,159.07716036700,17.46579533990,"263","58",AUS.NSW.LHI,Lord Howe Island,"1",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"565",-30.59616909490,152.43763427000,55050.17009260000,"969","59",AUS.NSW.NC,North Coast,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"566",-30.42327151210,142.97471978200,124729.64695900001,"230","60",AUS.NSW.NFWP,North Far Western Plains,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"567",-30.47245686720,151.57801925600,31361.76057080000,"525","61",AUS.NSW.NT,Northern Tablelands,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"568",-30.30006787310,147.41323258000,150780.31610699999,"426","62",AUS.NSW.NWP,North Western Plains,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"569",-30.57420612770,150.32687978100,44298.13808750000,"635","63",AUS.NSW.NWS,North Western Slopes,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"570",-36.14570327880,149.97931000400,12213.70999680000,"533","64",AUS.NSW.SC,South Coast,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"571",-33.16150870930,142.61138071000,77487.67841540001,"206","65",AUS.NSW.SFWP,South Far Western Plains,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"572",-35.71505669790,149.06978662200,39307.20888520000,"677","66",AUS.NSW.ST,Southern Tablelands,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"573",-33.82365431520,145.38518109700,115847.60559399999,"496","67",AUS.NSW.SWP,South Western Plains,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"574",-35.25731429360,147.32199862700,31386.20757060000,"530","68",AUS.NSW.SWS,South Western Slopes,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"575",-19.41515139790,133.36627204100,1348721.71880999999,"432","69",AUS.NT,Northern Territory,"0",NTA-OO,Northern Territory,NTA,"50","5",Australasia,AUS,Australia
"576",-28.94562579300,113.97225820200,2.34779263093,"19","70",AUS.PEI,Pelsaert Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"577",-28.45435780470,113.72741223400,0.06795873876,"26","71",AUS.PI,Pigeon Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"578",-19.46667317600,140.88083630500,262690.94617900002,"233","72",AUS.QNS.BK,Burke,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"579",-25.73292831160,151.29060771100,30143.37533530000,"419","73",AUS.QNS.BN,Burnett,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"580",-15.77245391200,143.32563303200,261612.17128700000,"750","74",AUS.QNS.CO,Cook,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"581",-27.61675175820,150.78602200100,66195.36825889999,"616","75",AUS.QNS.DD,Darling Downs,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"582",-23.13863532710,140.42575344200,218338.21521299999,"80","76",AUS.QNS.GN,Gregory North,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"583",-26.53821994090,141.69385075500,129433.87544600001,"72","77",AUS.QNS.GS,Gregory South,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"584",-24.04322634160,148.79788017200,123851.15372500000,"399","78",AUS.QNS.LE,Leichhardt,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"585",-27.42191532550,147.96365574700,100257.00773800000,"259","79",AUS.QNS.MA,Maranoa,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"586",-23.43570144410,144.56911434100,142876.61818500000,"196","80",AUS.QNS.MI,Mitchell,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"587",-27.43627659660,152.67874067200,21909.02504890000,"1003","81",AUS.QNS.MO,Moreton,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"588",-19.60585196570,146.06749431100,84932.73678430000,"602","82",AUS.QNS.NK,North Kennedy,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"589",-23.55159707370,150.56562267500,36534.70046890000,"548","83",AUS.QNS.PC,Port Curtis,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"590",-21.97099309190,147.04951451100,80892.73740290001,"481","84",AUS.QNS.SK,South Kennedy,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"591",-27.07381825410,145.15395855300,146248.86313600000,"218","85",AUS.QNS.WA,Warrego,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"592",-25.61909377930,152.45412656700,21977.05805750000,"629","86",AUS.QNS.WB,Wide Bay,"0",QLD-QU,Queensland,QLD,"50","5",Australasia,AUS,Australia
"593",-28.71428810090,113.78462545600,0.69741822353,"30","87",AUS.RI,Rat Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"594",-31.67000331940,140.08572929500,56670.60805610000,"155","88",AUS.SA.EA,Eastern,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"595",-32.79388224000,135.44859271100,84871.51140030001,"471","89",AUS.SA.EP,Eyre Peninsula,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"596",-31.44229867970,138.59937998200,37808.18923660000,"365","90",AUS.SA.FR,Flinders Ranges,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"597",-31.01187676890,135.62698046200,95288.70888789999,"128","91",AUS.SA.GT,Gairdner-Torrens,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"598",-35.82799778010,137.24028316700,4417.68102885000,"303","92",AUS.SA.KI,Kangaroo Island,"1",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"599",-28.04895881920,137.45405280000,318077.40396299999,"126","93",AUS.SA.LE,Lake Eyre,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"600",-34.27894447100,140.03602940100,47087.64529260000,"563","94",AUS.SA.MU,Murray,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"601",-33.75193906530,138.56739567000,14894.18222140000,"553","95",AUS.SA.NL,Northern Lofty,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"602",-30.81439489100,130.90465333500,62826.18422460000,"81","96",AUS.SA.NU,Nullarbor,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"603",-28.03057119190,131.46008852700,217545.17193099999,"56","97",AUS.SA.NW,North-Western,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"604",-36.59229659850,140.33445147800,29079.87438160000,"640","98",AUS.SA.SE,South-Eastern,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"605",-35.07609925040,138.72186704300,7425.09145699000,"1039","99",AUS.SA.SL,Southern Lofty,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"606",-34.41230512350,137.65224584100,8414.53873371000,"371","100",AUS.SA.YP,Yorke Peninsula,"0",SOA-OO,South Australia,SOA,"50","5",Australasia,AUS,Australia
"607",-28.68270903340,113.83342249900,0.16572339006,"13","101",AUS.SEI,Serventy Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"608",-28.45912714450,113.71633608500,0.18663425341,"8","102",AUS.SI,Seagull Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"609",-28.71345509980,113.83866550400,0.35027447978,"5","103",AUS.SUI,Suomi Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"610",-42.02118872110,146.59146788200,64363.40037480000,"877","104",AUS.TAS,Tasmania,"1",TAS-OO,Tasmania,TAS,"50","5",Australasia,AUS,Australia
"611",-54.62840444410,158.86393549000,134.30520284200,"3","105",AUS.TAS.MI,Macquarie Island,"1",TAS-OO,Tasmania,TAS,"50","5",Australasia,AUS,Australia
"612",-28.86467826750,113.97669843600,0.12612102717,"10","106",AUS.UMI,Uncle Margie Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"613",-31.23579523990,117.38399346900,95171.03304640000,"893","108",AUS.WA.AW,Avon Wheatbelt,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"614",-24.33303708360,114.57035367900,83770.94672830000,"255","109",AUS.WA.CAR,Carnarvon,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"615",-17.22622627910,126.67724162900,76755.87466110000,"169","110",AUS.WA.CK,Central Kimberley,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"616",-31.37993619080,121.43561296600,129122.09332000000,"366","111",AUS.WA.COO,Coolgardie,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"617",-25.26777042810,127.96020709400,47032.05366470000,"27","112",AUS.WA.CR,Central Ranges,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"618",-18.14797961120,123.40351616600,83711.36084620000,"290","113",AUS.WA.DL,Dampierland,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"619",-33.89490083040,120.53597141700,29067.93201410000,"627","114",AUS.WA.ESP,Esperance Plains,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"620",-24.71753281760,118.73224240000,180752.55299100000,"75","115",AUS.WA.GAS,Gascoyne,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"621",-24.35597388430,125.95745171400,156290.05287300001,"9","116",AUS.WA.GD,Gibson Desert,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"622",-21.03185001640,124.86636774000,295408.28727799997,"28","117",AUS.WA.GSD,Great Sandy Desert,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"623",-28.49714463080,114.91195285000,38958.71755590000,"606","118",AUS.WA.GSP,Geraldton Sandplains,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"624",-28.04735772000,125.56258851200,217942.01061800000,"18","119",AUS.WA.GVD,Great Victoria Desert,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"625",-31.95607997390,127.50369752000,10429.50352350000,"87","120",AUS.WA.HAM,Hampton,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"626",-33.42762596930,116.55658730300,45079.54802770000,"1389","121",AUS.WA.JF,Jarrah Forest,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"627",-23.96394167740,122.30505952000,110899.17375700000,"29","122",AUS.WA.LSD,Little Sandy Desert,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"628",-33.03471906570,120.60368692400,73949.65348710000,"451","123",AUS.WA.MAL,Mallee,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"629",-27.80739207210,119.55533475300,281205.57263800001,"214","124",AUS.WA.MUR,Murchison,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"630",-15.40422079990,126.12861784100,83889.20425929999,"254","125",AUS.WA.NK,Northern Kimberley,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"631",-30.66267366920,126.52642072800,137360.41221099999,"112","126",AUS.WA.NUL,Nullarbor,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"632",-18.32783133840,127.44321384900,54978.83222500000,"125","127",AUS.WA.OVP,Ord Victoria Plain,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"633",-21.91006557540,118.54331856200,178531.94502600000,"199","128",AUS.WA.PIL,Pilbara,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"634",-31.61971319220,115.69620882000,15124.28825130000,"1635","129",AUS.WA.SWA,Swan Coastal Plain,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"635",-19.81655550550,128.27706366300,30155.66542060000,"18","130",AUS.WA.TAN,Tanami,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"636",-15.74526652310,128.46763401800,18724.34872950000,"329","131",AUS.WA.VB,Victoria Bonaparte,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"637",-34.57926358030,116.22284366100,8441.53225866000,"927","132",AUS.WA.WAR,Warren,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"638",-28.49078253140,116.59955161500,42542.89549410000,"167","133",AUS.WA.YAL,Yalgoo,"0",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"639",-28.67093672440,113.87735170500,0.09612830725,"8","134",AUS.WHI,White Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"640",-28.75076764040,113.80609428300,0.16415708505,"11","135",AUS.WI,Wooded Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"641",-28.46504031830,113.69469028000,6.42657738889,"24","136",AUS.WWI,West Wallabi Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"643",-3.34033792828,29.90175456120,26979.61620420000,"272","138",BDI,Burundi,"0",BUR-OO,Burundi,BUR,"23","2",Africa,BDI,Burundi
"644",50.62572609020,4.69006376553,30819.58443510000,"518","139",BEL,Belgium,"0",BGM-BE,Belgium,BGM,"11","1",Europe,BEL,Belgium
"645",9.63219495254,2.33832055117,118026.77638500000,"440","140",BEN,Benin,"0",BEN-OO,Benin,BEN,"22","2",Africa,BEN,Benin
"647",17.49084234460,-62.97628292940,23.43690228010,"36","142",BES.EUS,Sint Eustatius,"1",LEE-NL,Netherlands Leeward Is.,LEE,"81","8",Southern America,ANT,Netherlands Antilles
"648",17.63146926500,-63.23752758200,14.35330456420,"38","143",BES.SAB,Saba,"1",LEE-NL,Netherlands Leeward Is.,LEE,"81","8",Southern America,ANT,Netherlands Antilles
"649",12.26478641800,-1.74782469944,272979.85902400000,"234","144",BFA,Burkina Faso,"0",BKN-OO,Burkina,BKN,"22","2",Africa,BFA,Burkina Faso
"650",42.76852258220,25.21751262450,112760.69848799999,"666","145",BGR,Bulgaria,"0",BUL-OO,Bulgaria,BUL,"13","1",Europe,BGR,Bulgaria
"651",24.25978588700,-76.64410792710,13377.82247640000,"46","146",BHS,Bahamas,"1",BAH-OO,Bahamas,BAH,"81","8",Southern America,BHS,Bahamas (the)
"652",17.90197764550,-62.82969816910,21.90447576090,"79","147",BLM,Saint Barthelemy,"1",LEE-SM,St.Martin-St.Barth‚l‚my,LEE,"81","8",Southern America,GLP,Guadeloupe
"653",53.53174564060,28.04025005950,206790.58740600001,"192","148",BLR,Belarus,"0",BLR-OO,Belarus,BLR,"14","1",Europe,BLR,Belarus
"661",32.31608778920,-64.73960710920,21.46255829190,"315","150",BMU,Bermuda,"1",BER-OO,Bermuda,BER,"81","8",Southern America,BMU,Bermuda
"662",-16.72385143990,-64.66191954530,1086984.30885999999,"223","151",BOL,Bolivia,"0",BOL-OO,Bolivia,BOL,"83","8",Southern America,BOL,Bolivia (Plurinational State of)
"663",-9.30119223777,-70.48289508230,152051.12411199999,"91","152",BRA.AC,Acre,"0",BZN-AC,Acre,BZN,"84","8",Southern America,BRA,Brazil
"664",-9.51302297903,-36.62553435460,28065.12104580000,"94","153",BRA.AL,Alagoas,"0",BZE-AL,Alagoas,BZE,"84","8",Southern America,BRA,Brazil
"666",1.44849301120,-51.96110668440,139442.49770400001,"60","155",BRA.AP,Amapá,"0",BZN-AP,Amap ,BZN,"84","8",Southern America,BRA,Brazil
"667",-12.47500570690,-41.70447009850,559875.44410800003,"281","156",BRA.BA,Bahia,"0",BZE-BA,Bahia,BZE,"84","8",Southern America,BRA,Brazil
"669",-15.77123689450,-47.78975220190,5847.80588663000,"172","158",BRA.DF,Distrito Federal,"0",BZC-DF,Brazilia Distrito Federal,BZC,"84","8",Southern America,BRA,Brazil
"670",-19.57302803180,-40.66762361870,45774.22908030000,"189","159",BRA.ES,Espírito Santo,"0",BZL-ES,Espirito Santo,BZL,"84","8",Southern America,BRA,Brazil
"671",-20.50820903780,-29.30326735950,11.80356567850,"34","160",BRA.ES.TMZ,Trindade and Martin Vaz,"1",BZL-ES,Espirito Santo,BZL,"84","8",Southern America,BRA,Brazil
"672",-16.00588136280,-49.59212614650,342797.81943700003,"152","161",BRA.GO,Goiás,"0",BZC-GO,Goi s,BZC,"84","8",Southern America,BRA,Brazil
"673",-5.08983324895,-45.29007030110,325989.32507700002,"108","162",BRA.MA,Maranhão,"0",BZE-MA,Maranhao,BZE,"84","8",Southern America,BRA,Brazil
"674",-18.45179270530,-44.67341088830,586645.75474899996,"297","163",BRA.MG,Minas Gerais,"0",BZL-MG,Minas Gerais,BZL,"84","8",Southern America,BRA,Brazil
"675",-20.33584868560,-54.83666621890,355799.90446699999,"163","164",BRA.MS,Mato Grosso do Sul,"0",BZC-MS,Mato Grosso do Sul,BZC,"84","8",Southern America,BRA,Brazil
"676",-12.96428185840,-55.92263929060,903625.58117999998,"126","165",BRA.MT,Mato Grosso,"0",BZC-MT,Mato Grosso,BZC,"84","8",Southern America,BRA,Brazil
"677",-4.03779959136,-53.12594489450,1234357.82823000010,"126","166",BRA.PA,Pará,"0",BZN-PA,Par ,BZN,"84","8",Southern America,BRA,Brazil
"678",-7.11898127088,-36.82328290030,56576.03941130000,"146","167",BRA.PB,Paraíba,"0",BZE-PB,Para¡ba,BZE,"84","8",Southern America,BRA,Brazil
"679",-8.32952117879,-37.99289604100,97564.31950160000,"219","168",BRA.PE,Pernambuco,"0",BZE-PE,Pernambuco,BZE,"84","8",Southern America,BRA,Brazil
"681",-24.63268327590,-51.62956658070,198696.62778000001,"382","170",BRA.PR,Paraná,"0",BZS-PR,Paran ,BZS,"84","8",Southern America,BRA,Brazil
"682",-22.18995670290,-42.66563647620,43919.35399030000,"311","171",BRA.RJ,Rio de Janeiro,"0",BZL-RJ,Rio de Janeiro,BZL,"84","8",Southern America,BRA,Brazil
"683",-5.84216350387,-36.68163582990,52800.52462420000,"111","172",BRA.RN,Rio Grande do Norte,"0",BZE-RN,Rio Grande do Norte,BZE,"84","8",Southern America,BRA,Brazil
"684",-10.92034667470,-62.84406911370,238433.19879200001,"61","173",BRA.RO,Rondônia,"0",BZN-RO,Rond“nia,BZN,"84","8",Southern America,BRA,Brazil
"685",2.06906081623,-61.40111193100,224900.82970199999,"64","174",BRA.RR,Roraima,"0",BZN-RM,Roraima,BZN,"84","8",Southern America,BRA,Brazil
"686",-29.73569522690,-53.31993392910,272283.09007400001,"333","175",BRA.RS,Rio Grande do Sul,"0",BZS-RS,Rio Grande do Sul,BZS,"84","8",Southern America,BRA,Brazil
"687",-27.24821611830,-50.48611649790,95097.10475990000,"334","176",BRA.SC,Santa Catarina,"0",BZS-SC,Santa Catarina,BZS,"84","8",Southern America,BRA,Brazil
"688",-10.57916224960,-37.44712805330,21396.16889210000,"86","177",BRA.SE,Sergipe,"0",BZE-SE,Sergipe,BZE,"84","8",Southern America,BRA,Brazil
"689",-22.25956140850,-48.72229590880,247633.96576600001,"402","178",BRA.SP,São Paulo,"0",BZL-SP,S?o Paulo,BZL,"84","8",Southern America,BRA,Brazil
"690",-10.11832559880,-48.32347848370,276461.72041700000,"58","179",BRA.TO,Tocantins,"0",BZN-TO,Tocantins,BZN,"84","8",Southern America,BRA,Brazil
"691",13.17226216060,-59.55638955830,434.63968261600,"243","180",BRB,Barbados,"1",WIN-BA,Barbados,WIN,"81","8",Southern America,BRB,Barbados
"692",-22.18123830830,23.80660437190,578232.14259900001,"442","181",BWA,Botswana,"0",BOT-OO,Botswana,BOT,"27","2",Africa,BWA,Botswana
"693",6.57166284505,20.49211971730,617326.72342900001,"61","182",CAF,Central African Republic,"0",CAF-OO,Central African Republic,CAF,"23","2",Africa,CAF,Central African Republic (the)
"694",55.20101749970,-114.47017278700,654934.75634600001,"365","183",CAN.AB,Alberta,"0",ABT-OO,Alberta,ABT,"71","7",Northern America,CAN,Canada
