OBJIDsic,LAT,LON,GeodAREA,taxCount,region_id,code,name,island,tdwg4,tdwg4_name,tdwg3,tdwg2,tdwg1,tdwg1_name,country_IS,country
"227",-29.38093526140,-177.98707987100,34.41673167960,"151","901",NZL.KEI,Kermadec Islands,"1",KER-OO,Kermadec Is.,KER,"51","5",Australasia,NZL,New Zealand
"778",30.97331631810,112.26126796800,185933.99075100000,"294","269",CHN.42,Hubei,"0",CHC-HU,Hubei,CHC,"36","3",Asia-Temperate,CHN,China
"779",27.61613098740,111.70227719800,211019.22783100000,"296","270",CHN.43,Hunan,"0",CHS-HN,Hunan,CHS,"36","3",Asia-Temperate,CHN,China
"780",23.35174704660,113.41189198500,176103.82933400001,"548","271",CHN.44,Guangdong,"0",CHS-GD,Guangdong,CHS,"36","3",Asia-Temperate,CHN,China
"781",23.83136205770,108.78548320600,236481.94633800001,"430","272",CHN.45,Guangxi,"0",CHS-GX,Guangxi,CHS,"36","3",Asia-Temperate,CHN,China
"801",-19.99568379450,-158.11443177700,29.47576574890,"134","292",COK.AT,"Atiu, Cook Islands","1",COO-OO,Cook Is.,COO,"61","6",Pacific,COK,Cook Islands (the)
"802",-21.92812672230,-157.91942945400,48.54086560750,"160","293",COK.MA,"Mangaia, Cook Islands","1",COO-OO,Cook Is.,COO,"61","6",Pacific,COK,Cook Islands (the)
"803",-20.16117016760,-157.34142931900,20.41950365060,"154","294",COK.MAU,"Mauke, Cook Islands","1",COO-OO,Cook Is.,COO,"61","6",Pacific,COK,Cook Islands (the)
"804",-19.26880060050,-158.93715273100,7.46602407972,"16","295",COK.ME,"Manuae, Cook Islands","1",COO-OO,Cook Is.,COO,"61","6",Pacific,COK,Cook Islands (the)
"805",-10.41990216210,-161.00126823000,7.97958598380,"42","296",COK.MI,"Manihiki, Cook Islands","1",TOK-MA,Manihiki Is.,TOK,"60","6",Pacific,COK,Cook Islands (the)
"806",-19.86712668830,-157.70219756600,24.69573823930,"105","297",COK.MIT,"Mitiaro, Cook Islands","1",COO-OO,Cook Is.,COO,"61","6",Pacific,COK,Cook Islands (the)
"807",-11.56059371540,-165.41458136600,1.16153729708,"20","298",COK.NAS,"Nassau, Cook Islands","1",TOK-MA,Manihiki Is.,TOK,"60","6",Pacific,COK,Cook Islands (the)
"808",-18.06012707810,-163.15227335000,2.12327294067,"29","299",COK.PAL,"Palmerston, Cook Islands","1",COO-OO,Cook Is.,COO,"61","6",Pacific,COK,Cook Islands (the)
"809",-8.98802355399,-157.98050860600,17.63289492430,"40","300",COK.PEN,"Penrhyn, Cook Islands","1",TOK-MA,Manihiki Is.,TOK,"60","6",Pacific,COK,Cook Islands (the)
"810",-10.88381520190,-165.84536977900,4.09425582597,"40","301",COK.PUK,"Pukapuka, Cook Islands","1",TOK-MA,Manihiki Is.,TOK,"60","6",Pacific,COK,Cook Islands (the)
"811",-21.23462327820,-159.77754611700,69.10718947500,"222","302",COK.RA,"Rarotonga, Cook Islands","1",COO-OO,Cook Is.,COO,"61","6",Pacific,COK,Cook Islands (the)
"232",28.39282095950,-178.29397501700,0.85221067062,"40","752",USA.HI.KUR,Kure,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"243",-21.12166153400,55.53818069430,2642.07979318000,"760","925",FRA.REU,Reunion,"1",REU-OO,R‚union,REU,"29","2",Africa,REU,R‚union
"537",-14.17218402800,-169.66373061000,7.73429053857,"104","30",ASM.OFU,Ofu,"1",SAM-AS,American Samoa,SAM,"60","6",Pacific,ASM,American Samoa
"538",-14.17855093200,-169.62037535300,7.27011869020,"46","31",ASM.OLO,Olosega,"1",SAM-AS,American Samoa,SAM,"60","6",Pacific,ASM,American Samoa
"539",-11.05587635610,-171.07843855800,3.71050343407,"38","32",ASM.SWA,Swains,"1",TOK-SW,Swains I.,TOK,"60","6",Pacific,ASM,American Samoa
"540",-14.24204451210,-169.46821363700,59.61633912510,"154","33",ASM.TAU,Tau,"1",SAM-AS,American Samoa,SAM,"60","6",Pacific,ASM,American Samoa
"541",-14.30033425150,-170.71761820800,142.87745723800,"200","34",ASM.TUA,Tutuila,"1",SAM-AS,American Samoa,SAM,"60","6",Pacific,ASM,American Samoa
"542",-70.38823085350,-64.04120445580,85861.47665110001,"2","35",ATA,Antarctica,"0",ANT-OO,Antarctica,ANT,"91","9",Antarctic,ATA,Antarctica
"545",-28.67331052260,113.83099267200,0.15559242138,"15","38",AUS.AI,"Alexander Island (Australia, not Antarctica)","1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"547",-28.47536421010,113.78594449400,0.06916290987,"14","40",AUS.BI,Beacon Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"548",-19.01471544900,152.12475418300,3.95083533286,"5","41",AUS.CSIT,Coral Sea Islands Territory,"1",QLD-CS,Coral Sea Is. Territory,QLD,"50","5",Australasia,AUS,Australia
"549",-28.43665108640,113.72812019900,3.31783197105,"27","42",AUS.EWI,East Wallabi Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"550",-28.66745583070,113.82814541500,0.04449720520,"5","43",AUS.GI,Gilbert Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"551",-28.88657252530,113.85967827800,0.23889188596,"11","44",AUS.GUI,Gun Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"552",-28.67377184220,113.85245201700,0.06053859202,"51","45",AUS.HI,Helms Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"553",-28.80076087020,114.03977213000,0.33588399824,"1","46",AUS.HUI,Hummock Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"554",-28.68881473930,113.86278679300,0.17829112580,"10","47",AUS.LEI,Leo Island,"1",WAU-WA,Western Australia,WAU,"50","5",Australasia,AUS,Australia
"782",19.20050456740,109.74159077000,33998.76854950000,"315","273",CHN.46,Hainan,"1",CHH-OO,Hainan,CHH,"36","3",Asia-Temperate,CHN,China
"783",30.07217147800,107.87608930300,81807.57020459999,"108","274",CHN.50,Chongqing,"0",CHC-CQ,Chongqing,CHC,"36","3",Asia-Temperate,CHN,China
"784",30.51149878300,103.48197423300,562857.50970900001,"374","275",CHN.51,Sichuan,"0",CHC-SC,Sichuan,CHC,"36","3",Asia-Temperate,CHN,China
"785",26.80880502780,106.87118015800,175981.13091700000,"342","276",CHN.52,Guizhou,"0",CHC-GZ,Guizhou,CHC,"36","3",Asia-Temperate,CHN,China
"786",24.97672576640,101.48741801400,383166.86915699998,"580","277",CHN.53,Yunnan,"0",CHC-YN,Yunnan,CHC,"36","3",Asia-Temperate,CHN,China
"787",44.06255527140,113.85625204500,1150969.24249000009,"200","278",CHN.55,Nei Mongol,"0",CHI-NM,Nei Mongol,CHI,"36","3",Asia-Temperate,CHN,China
"788",35.15769073500,108.86129637900,203508.67247799999,"242","279",CHN.61,Shaanxi,"0",CHN-SA,Shaanxi,CHN,"36","3",Asia-Temperate,CHN,China
"789",37.73736527780,101.22297142400,380492.25667799998,"211","280",CHN.62,Gansu,"0",CHN-GS,Gansu,CHN,"36","3",Asia-Temperate,CHN,China
"790",35.77335967770,96.04682991720,734170.01465000003,"163","281",CHN.63,Qinghai,"0",CHQ-OO,Qinghai,CHQ,"36","3",Asia-Temperate,CHN,China
"791",37.27331198340,106.15374386100,51931.74262190000,"142","282",CHN.64,Ningxia Hui,"0",CHI-NX,Ningxia,CHI,"36","3",Asia-Temperate,CHN,China
"792",22.41099475060,114.17872543700,1011.40784640000,"247","283",CHN.91,Hongkong,"0",CHS-HK,Hong Kong,CHS,"36","3",Asia-Temperate,HKG,Hong Kong
"793",22.19849751430,113.54574467800,8.71512212737,"118","284",CHN.92,Macau,"0",CHS-MA,Macau,CHS,"36","3",Asia-Temperate,MAC,Macao
"794",41.12317643680,85.25102031320,1631798.97157000005,"221","285",CHN.SIN,Xinjiang Uygur,"0",CHX-OO,Xinjiang,CHX,"36","3",Asia-Temperate,CHN,China
"795",31.71209216210,88.11853236700,1133869.63180000009,"210","286",CHN.TIB,Xizang,"0",CHT-OO,Tibet,CHT,"36","3",Asia-Temperate,CHN,China
"796",7.63130984478,-5.56410959172,319718.58733399998,"306","287",CIV,Cote d'Ivoire,"0",IVO-OO,Ivory Coast,IVO,"22","2",Africa,CIV,C“te d'Ivoire
"797",5.69117031525,12.75525967520,464396.48844300001,"362","288",CMR,Cameroon,"0",CMN-OO,Cameroon,CMN,"23","2",Africa,CMR,Cameroon
"798",-2.87813552553,23.65422435470,2326430.62005000003,"681","289",COD,Democratic Republic of the Congo,"0",ZAI-OO,Zaire,ZAI,"23","2",Africa,COD,Congo (the Democratic Republic of the)
"799",-0.83168788884,15.22722973760,343925.15839400003,"67","290",COG,Congo,"0",CON-OO,Congo,CON,"23","2",Africa,COG,Congo (the)
"800",-18.86683859020,-159.77650035500,20.42757243870,"98","291",COK.AI,"Aitutaki, Cook Islands","1",COO-OO,Cook Is.,COO,"61","6",Pacific,COK,Cook Islands (the)
"1100",-10.47163469560,-138.63983642400,95.28783535140,"214","562",PYF.MI.FHI,"Fatu Hiva, French Polynesia (Marquesas Islands)","1",MRQ-OO,Marquesas,MRQ,"61","6",Pacific,PYF,French Polynesia
"1101",-9.43680734675,-138.92649373700,0.59343086645,"7","563",PYF.MI.FHU,"Fatu Huku, French Polynesia (Marquesas Islands)","1",MRQ-OO,Marquesas,MRQ,"61","6",Pacific,PYF,French Polynesia
"1102",-7.91764125559,-140.56969124800,8.41008100743,"27","564",PYF.MI.HA,"Hatutaa, French Polynesia (Marquesas Islands)","1",MRQ-OO,Marquesas,MRQ,"61","6",Pacific,PYF,French Polynesia
"1103",-9.77477747876,-139.01392190300,319.39350239500,"281","565",PYF.MI.HO,"Hiva Oa, French Polynesia (Marquesas Islands)","1",MRQ-OO,Marquesas,MRQ,"61","6",Pacific,PYF,French Polynesia
"1104",-9.98529150538,-138.82961485500,20.10364831490,"45","566",PYF.MI.MO,"Mohotani, French Polynesia (Marquesas Islands)","1",MRQ-OO,Marquesas,MRQ,"61","6",Pacific,PYF,French Polynesia
"1105",-8.86623902754,-140.13932251200,346.61942925000,"299","567",PYF.MI.NH,"Nuku Hiva, French Polynesia (Marquesas Islands)","1",MRQ-OO,Marquesas,MRQ,"61","6",Pacific,PYF,French Polynesia
"1106",-9.94498826259,-139.08856373800,71.90680312730,"135","568",PYF.MI.TA,"Tahuata, French Polynesia (Marquesas Islands)","1",MRQ-OO,Marquesas,MRQ,"61","6",Pacific,PYF,French Polynesia
"1107",-8.90932310343,-139.55196372400,91.63113999550,"203","569",PYF.MI.UH,"Ua Huka, French Polynesia (Marquesas Islands)","1",MRQ-OO,Marquesas,MRQ,"61","6",Pacific,PYF,French Polynesia
"1108",-9.39785706950,-140.07394194700,108.78925918300,"183","570",PYF.MI.UP,"Ua Pou, French Polynesia (Marquesas Islands)","1",MRQ-OO,Marquesas,MRQ,"61","6",Pacific,PYF,French Polynesia
"1109",-23.92774603700,-130.74004338400,2.90403044171,"2","571",PYF.OE,"Oeno, French Polynesia","1",PIT-OO,Pitcairn Is.,PIT,"61","6",Pacific,PCN,Pitcairn
"1132",-15.84366306970,-148.25558633200,30.75213670890,"56","594",PYF.TA.MAK,"Makatea, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia
"1133",-14.39808418650,-145.94928802600,24.79415486460,"3","595",PYF.TA.MAN,"Manihi, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia
"1134",-21.47391188760,-136.39617788600,8.49539098905,"1","596",PYF.TA.MAO,"Matureivavao, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia
"1135",-21.84940265820,-138.89197098600,21.29656485570,"2","597",PYF.TA.MOR,"Moruroa, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia
"1138",-16.15833459420,-146.34884096400,25.35663960430,"17","600",PYF.TA.NIA,"Niau, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia
"1139",-15.14366047250,-147.57015912700,98.76937827310,"9","601",PYF.TA.RAN,"Rangiroa, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia
"1140",-15.74194592600,-144.63157194800,6.14400086068,"1","603",PYF.TA.TAI,"Taiaro, French Polynesia (Tuamotu Archipelago)","1",TUA-OO,Tuamotu,TUA,"61","6",Pacific,PYF,French Polynesia
"247",20.83499454640,-156.92706588500,366.60416366800,"403","753",USA.HI.LAE,Läna'i,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"249",25.76868902390,-171.73488777400,2.92094893033,"12","754",USA.HI.LAY,Laysan,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"251",22.02010030560,-160.09576467400,1.28218787021,"40","755",USA.HI.LEH,Lehua,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"254",-34.44329120630,-71.04802575280,15857.77929170000,"5","1225",CHL.RLI,"Región del Libertador General Bernardo O'Higgins, Chile","0",CLC-OH,O'Higgins,CLC,"85","8",Southern America,CHL,Chile
"258",26.06395314990,-173.96592230900,1.59354471908,"3","756",USA.HI.LIS,Lisianski,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"261",-41.32054395010,-72.87154816900,60912.83756170000,"9","1229",CHL.RLL,"Región de Los Lagos, Chile","0",CLS-LL,Los Lagos,CLS,"85","8",Southern America,CHL,Chile
"264",62.70939748130,153.98585406800,463345.76079600002,"231","639",RUS.MAG,Magadan region,"0",MAG-OO,Magadan,MAG,"31","3",Asia-Temperate,RUS,Russian Federation (the)
"265",-52.60079056960,-71.69856101550,102367.74898600001,"7","1231",CHL.RMG,"Región de Magallanes y de la Antártica Chilena, Chile","0",CLS-MG,Magellanes,CLS,"85","8",Southern America,CHL,Chile
"277",20.79041463210,-156.33677702500,1894.10590315000,"918","757",USA.HI.MAU,Maui,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"278",-35.57615173280,-71.41651915860,29065.71227720000,"7","1226",CHL.RMU,"Región del Maule, Chile","0",CLC-MA,Maule,CLC,"85","8",Southern America,CHL,Chile
"286",28.20804993290,-177.36719112300,6.43351937511,"124","758",USA.HI.MID,Midway,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"288",21.13317267820,-157.01451757500,680.42160148200,"522","759",USA.HI.MOL,Moloka'i,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"290",46.82798176390,103.07526243200,1561385.77563000005,"26","902",MNG,Mongolia,"0",MON-OO,Mongolia,MON,"37","3",Asia-Temperate,MNG,Mongolia
"307",21.89664258520,-160.15183060300,197.31253218200,"99","761",USA.HI.NII,Ni'ihau,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"308",48.27696915600,15.74932289950,19101.33908390000,"211","912",AUT.LOW,Niederösterreich,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria
"309",23.06045589430,-161.92252528200,0.65231128283,"6","760",USA.HI.NIH,Nihoa,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"320",-32.98793098300,148.61895797500,80467.67010490000,"694","57",AUS.NSW.CWS,Central Western Slopes,"0",NSW-NS,New South Wales,NSW,"50","5",Australasia,AUS,Australia
"321",21.45867443230,-157.97339291300,1560.18447198000,"1012","762",USA.HI.OAH,O'ahu,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"323",48.14692222140,13.96953178070,12067.65932560000,"188","913",AUT.UPP,Oberösterreich,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria
"329",20.61553326500,56.11539394540,309610.34385100001,"47","528",OMN,Oman,"0",OMA-OO,Oman,OMA,"35","3",Asia-Temperate,OMN,Oman
"353",-6.46720713245,145.17971881900,456691.85837500001,"125","921",PNG,Papua New Guinea,"1",000-34,Papua New Guinea,"29","43","4",Asia-Tropical,PNG,Papua New Guinea
"354",-23.23417527430,-58.38949532330,400345.58313599997,"176","919",PRY,Paraguay,"0",PAR-OO,Paraguay,PAR,"85","8",Southern America,PRY,Paraguay
"356",27.82277557350,-175.79824549100,0.29384643614,"10","763",USA.HI.PEH,Pearl & Hermes,"1",HAW-HI,Hawaiian Is.,HAW,"63","6",Pacific,USA,United States of America (the)
"359",38.46947296150,-28.33357295510,444.97415806800,"702","989",PRT.AZO.PIC,Pico,"1",AZO-OO,A‡“res,AZO,"21","2",Africa,PRT,Portugal
"361",0.58684476502,-90.75702476910,60.33078373050,"8","977",ECU.GAL.PNT,Pinta,"1",GAL-OO,Gal pagos,GAL,"83","8",Southern America,ECU,Ecuador
"362",-0.61081051893,-90.66579087320,18.06917531340,"3","978",ECU.GAL.PNZ,Pinzón,"1",GAL-OO,Gal pagos,GAL,"83","8",Southern America,ECU,Ecuador
"373",-19.71632435230,63.42346734940,98.14652473200,"289","1233",MUS.RO,Rodrigues (Mauritius),"1",ROD-OO,Rodrigues,ROD,"29","2",Africa,MUS,Mauritius
"382",47.38668822680,13.09109587060,7135.10874552000,"157","916",AUT.SAL,Salzburg,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria
"386",-0.82679801690,-89.43056011140,559.97766365100,"196","979",ECU.GAL.CRI,San Cristóbal,"1",GAL-OO,Gal pagos,GAL,"83","8",Southern America,ECU,Ecuador
"396",-0.62724753263,-90.35840559790,987.09415750700,"228","980",ECU.GAL.CRU,Santa Cruz,"1",GAL-OO,Gal pagos,GAL,"83","8",Southern America,ECU,Ecuador
"397",-0.81842866740,-90.05877356660,25.15160168790,"1","981",ECU.GAL.SFE,Santa Fé,"1",GAL-OO,Gal pagos,GAL,"83","8",Southern America,ECU,Ecuador
"399",36.97133370210,-25.09982292460,96.89183340480,"865","984",PRT.AZO.MAR,Santa Maria,"1",AZO-OO,A‡“res,AZO,"21","2",Africa,PRT,Portugal
"401",-33.61124478080,-70.64383951920,15824.35820040000,"9","1232",CHL.RSA,"Región Metropolitana de Santiago, Chile","0",CLC-SA,Santiago,CLC,"85","8",Southern America,CHL,Chile
"403",-0.26624540728,-90.71254624930,577.09975115300,"40","982",ECU.GAL.SAN,Santiago,"1",GAL-OO,Gal pagos,GAL,"83","8",Southern America,ECU,Ecuador
"405",38.63723431300,-28.02923615530,243.78070456100,"614","988",PRT.AZO.JOR,São Jorge,"1",AZO-OO,A‡“res,AZO,"21","2",Africa,PRT,Portugal
"406",37.79540002090,-25.48189124210,744.72148815600,"915","985",PRT.AZO.MIG,São Miguel,"1",AZO-OO,A‡“res,AZO,"21","2",Africa,PRT,Portugal
"431",17.73285959190,-64.76845630790,219.68136759200,"3","1303",USA.VI.STC,St. Croix (Virgin Islands),"1",LEE-VI,Virgin Is.,LEE,"81","8",Southern America,VIR,Virgin Islands (U.S.)
"432",-15.95940566060,-5.70849369246,168.12800782600,"252","668",SHN.SH,St Helena,"1",STH-OO,St.Helena,STH,"28","2",Africa,SHN,"Saint Helena, Ascension and Tristan da Cunha"
"433",18.33835345940,-64.73675811470,52.07341609540,"2","1302",USA.VI.STJ,St. John (Virgin Islands),"1",LEE-VI,Virgin Is.,LEE,"81","8",Southern America,VIR,Virgin Islands (U.S.)
"435",18.34352842560,-64.92869417040,76.20681007520,"3","1301",USA.VI.STT,St. Thomas (Virgin Islands),"1",LEE-VI,Virgin Is.,LEE,"81","8",Southern America,VIR,Virgin Islands (U.S.)
"436",47.27844361880,15.01160665070,16431.11587540000,"187","914",AUT.STY,Steiermark,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria
"451",-19.70288770250,-69.47900732110,57071.96312940000,"2","1220",CHL.RTA,"Región de Tarapacá and Arica and Parinacota, Chile","0",CLN-TA,Tarapaca,CLN,"85","8",Southern America,CHL,Chile
"453",38.72390111090,-27.21229994240,400.56202745900,"827","986",PRT.AZO.TER,Terceira,"1",AZO-OO,A‡“res,AZO,"21","2",Africa,PRT,Portugal
"457",47.19516709850,11.50005895110,12599.83030920000,"152","917",AUT.TYR,Tirol,"0",AUT-AU,Austria,AUT,"11","1",Europe,AUT,Austria
"463",39.06841555130,35.18735082980,779323.19718300004,"172","889",TUR,Turkey,"0",000-29,Turkey,"28","102","0",mixed,TUR,Turkey
"471",23.92450748590,54.34541243830,67901.70893230000,"8","920",ARE,United Arab Emirates,"0",GST-UA,United Arab Emirates,GST,"35","3",Asia-Temperate,ARE,United Arab Emirates (the)
"480",-32.79329008250,-70.97796904150,16073.29216890000,"12","1224",CHL.RVA,"Región de Valparaíso, Chile","0",CLC-VA,Valpara¡so,CLC,"85","8",Southern America,CHL,Chile
