OBJIDsic,Region_unique,yearGDP,GDPpcRegion
927,KGZ_Kyrgyzstan_927,2005,1889.67
926,KEN_Kenya_926,2005,1143.73
246,KAZ_Lake_Balkhash_area_246,2010,11130.72
223,KAZ_Kazakhstan_223,2010,11130.72
120,KAZ_Dzungaria_Tarbatagai_120,2010,11130.72
22,KAZ_Aral_Caspian_22,2010,11130.72
415,JPN_Shikoku_415,2009,30094.00
328,JPN_Okinawa_328,2009,21393.00
238,JPN_Kyushu_238,2009,30094.00
925,JPN_Japan_925,2009,30094.00
178,JPN_Honshu_178,2009,30094.00
209,JOR_Jordan_209,2010,4469.07
923,JAM_Jamaica_923,2010,4917.00
468,ITA_Tuscany_Islands_468,2010,28380.92
467,ITA_Tuscany_467,2010,30749.29
922,ITA_Sicily_922,2010,28380.92
921,ITA_Sardinia_921,2010,28380.92
360,ITA_Piemonte_360,2010,30676.00
256,ITA_Liguria_256,2010,29821.00
920,ITA_Italy_mainland_920,2010,28380.92
205,ITA_Italy_205,2010,28381.00
919,ISR_Israel_919,2005,23227.20
916,ISL_Westfjords_916,2010,41695.90
918,ISL_Vesturland_918,2010,41695.90
437,ISL_Surtsey_437,,uninhabited
917,ISL_Sudurland_917,2010,41695.90
915,ISL_Nordurland_915,2010,41695.90
914,ISL_Iceland_IMI_914,2010,41695.90
183,ISL_Iceland_183,2010,41695.90
913,ISL_Austurland_913,2010,41695.90
199,IRQ_Iraq_199,2010,4487.40
198,IRN_Iran_198,2010,9429.37
179,IRN_Hormuz_and_Qeshm_179,2010,9429.37
200,IRL_Republic_of_Ireland_200,2010,34902.26
912,IRL_Ireland_912,2010,47903.70
911,IND_West_Bengal_911,2010,3153.00
909,IND_Uttarakhand_909,2010,2051.13
910,IND_Uttar_Pradesh_910,2010,2051.00
908,IND_Tripura_908,2010,2880.00
907,IND_Tamil_Nadu_907,2010,4590.00
906,IND_Sikkim_906,2010,5645.00
905,IND_Rajasthan_905,2010,2882.00
904,IND_Punjab_904,2010,5029.00
903,IND_Puducherry_903,2010,6375.20
902,IND_Odisha_Orissa_902,2010,2826.00
901,IND_Nagaland_901,2010,3369.00
900,IND_Mizoram_900,2010,2080.76
899,IND_Meghalaya_899,2010,3133.00
897,IND_Manipur_897,2010,2061.00
896,IND_Maharashtra_896,2010,5577.00
898,IND_Madhya_Pradesh_898,2010,2364.00
895,IND_Lakshadweep_895,2010,3477.00
894,IND_Kerala_894,2010,5003.00
221,IND_Kashmir_Himalaya_221,2010,3477.00
893,IND_Karnataka_893,2010,4033.00
892,IND_Jharkhand_892,2010,3477.00
891,IND_Jammu_and_Kashmir_891,2010,2669.31
190,IND_India_Western_Ghats_190,2010,3476.77
189,IND_India_Himachal_Pradesh_189,2010,4843.65
188,IND_India_Eastern_Ghats_188,2010,3476.77
187,IND_India_187,2010,3477.00
890,IND_Himachal_Pradesh_890,2010,4844.00
889,IND_Haryana_889,2010,6317.00
888,IND_Gujarat_888,2010,5185.00
887,IND_Goa_887,2010,12831.02
886,IND_Delhi_886,2010,9644.00
885,IND_Chhattisgarh_885,2010,2363.79
884,IND_Chandigarh_884,2010,11594.00
883,IND_Bihar_883,2010,1453.00
882,IND_Assam_882,2010,2080.76
881,IND_Aruchanal_Pradesh_881,2010,3650.00
880,IND_Andhra_Pradesh_880,2010,4218.00
879,IND_Andaman_and_Nicobar_879,2010,3477.00
878,IMN_Isle_of_Man_878,2010,34266.97
197,IDN_Sumatra_197,2010,3137.40
196,IDN_Sulawesi_196,2010,3137.40
195,IDN_Papua_195,2010,3137.40
194,IDN_Nusa_Tenggara_194,2010,3137.40
193,IDN_Maluku_193,2010,3137.40
192,IDN_Kalimantan_192,2010,3137.40
191,IDN_Java_Bali_191,2010,3137.40
877,IDN_Indonesia_877,2010,3137.40
876,HUN_Hungary_876,2010,16556.20
875,HTI_Tortue_875,2005,1269.05
170,HTI_Haiti_170,2005,1269.05
874,HTI_Gonave_874,2005,1269.05
873,HRV_Croatia_873,2010,14672.20
177,HND_Honduras_177,2005,3298.90
872,HMD_MacDonald_Island_872,,
871,HMD_Heard_Island_871,,uninhabited
870,GUY_Guyana_870,2010,2874.00
868,GUF_French_Guiana_868,2010,19600.00
165,GTM_Guatemala_165,2005,5588.84
867,GRL_Greenland_867,2010,40447.00
866,GRD_Grenada_866,2010,7366.60
502,GRC_Yioura_502,,uninhabited
310,GRC_Nisyros_310,2010,25225.52
184,GRC_Ikaria_184,2010,25225.52
865,GRC_Greece_865,2010,25225.52
104,GRC_Crete_Karpathos_Kasos_Saria_104,2010,25225.52
73,GRC_Carpathos_73,2010,25225.52
129,GNQ_Equatorial_Guinea_129,2010,16611.50
45,GNQ_Bioko_45,2010,1340.20
864,GNB_South_864,2010,1340.20
863,GNB_North_863,2010,1340.20
169,GNB_Guinea_Bissau_Bijagos_169,2010,1340.20
168,GNB_Guinea_Bissau_168,2010,1340.20
862,GNB_East_862,2010,1340.20
154,GMB_Gambia_154,2005,1110.03
861,GLP_Maria_Galante_861,2010,21780.00
860,GIN_Guinea_860,2010,435.40
859,GHA_Ghana_859,2005,1658.09
858,GEO_Georgia_Republic_858,2010,2613.80
857,GBR_Wales_857,2010,25630.00
1329,GBR_Virgin_Gorda_1329,2010,32839.90
465,GBR_Turks_and_Caicos_Islands_465,2007,29100.00
461,GBR_Tristan_de_Cunha_Islands_461,2010,34266.97
1201,GBR_Tristan_da_Cunha_1201,2010,34266.97
1328,GBR_Tortola_1328,2010,32839.90
432,GBR_St_Helena_432,2010,34266.97
1197,GBR_South_Georgia_Islands_1197,2010,34266.97
414,GBR_Shetland_414,2010,34266.97
856,GBR_Scotland_856,2010,33791.00
410,GBR_Sark_410,2010,34266.97
364,GBR_Pitcairn_Island_Group_364,2010,23583.00
1110,GBR_Pitcairn_Island_1110,2010,23583.00
348,GBR_Outer_Hebrides_348,2010,34266.97
347,GBR_Orkney_347,2010,34266.97
855,GBR_Northern_Ireland_855,2010,27032.00
1200,GBR_Nightingale_1200,,uninhabited
1018,GBR_Montserrat_1018,2010,11650.00
259,GBR_Little_Cayman_259,,
257,GBR_Lihou_257,,
1327,GBR_Jost_van_Dyke_1327,2010,32839.90
207,GBR_Jethou_207,,
924,GBR_Jersey_and_Guernsey_924,2010,34266.97
206,GBR_Jersey_206,2010,34266.97
204,GBR_Isle_of_Wight_204,2010,34266.97
203,GBR_Isle_of_Rhum_203,,uninhabited
1199,GBR_Inaccessible_Island_1199,,uninhabited
174,GBR_Herm_174,,
166,GBR_Guernsey_166,2010,34266.97
1326,GBR_Guana_Island_1326,2010,32839.90
162,GBR_Great_Britain_162,2010,34266.97
1198,GBR_Gough_Island_1198,2010,34266.97
133,GBR_Falklands_133,2010,34266.97
854,GBR_England_854,2010,34266.97
853,GBR_Diego_Garcia_853,2010,34266.97
105,GBR_Crevichon_105,,
90,GBR_Clyde_Islands_90,2010,34266.97
84,GBR_Channel_Islands_84,2010,34266.97
822,GBR_Cayman_Islands_822,2010,58857.00
61,GBR_Burhou_61,,
661,GBR_Bermuda_661,2010,88207.30
544,GBR_Barbuda_544,2010,13017.30
32,GBR_Ascension_32,2010,34266.97
18,GBR_Antigua_and_Barbuda_18,2010,13017.30
543,GBR_Antigua_543,2010,13017.30
510,GBR_Anguilla_510,2010,19478.00
16,GBR_Anglesey_16,2010,34266.97
1325,GBR_Anegada_1325,2010,32839.90
4,GBR_Alderney_4,2010,34266.97
852,GAB_Gabon_852,2005,10120.32
302,FSM_Namonuito_and_Hall_Islands_302,2010,3269.90
216,FSM_Kapingamarangi_Atoll_216,2010,3269.90
136,FSM_Federated_States_of_Micronesia_136,2010,3269.90
851,FRO_Faroe_Islands_851,2010,46412.50
482,FRA_Vaucluse_482,2010,28830.79
1148,FRA_Vahanga_1148,,uninhabited
1108,FRA_Ua_Pou_1108,2010,23583.00
1107,FRA_Ua_Huka_1107,2010,23583.00
1085,FRA_Tubuai_1085,2010,23583.00
1147,FRA_Toau_1147,2010,23583.00
1143,FRA_Tikehau_1143,2010,23583.00
1146,FRA_Tepoto_Nord_1146,2010,23583.00
1142,FRA_Tenarunga_1142,,uninhabited
1141,FRA_Tenararo_1141,,uninhabited
1096,FRA_Temoe_1096,,uninhabited
1095,FRA_Tekava_1095,,uninhabited
1094,FRA_Tauna_1094,,uninhabited
1093,FRA_Taravai_1093,2010,23583.00
1097,FRA_Tarauru_Roa_1097,,uninhabited
1145,FRA_Takume_1145,2010,23583.00
449,FRA_Takaroa_449,2010,23583.00
1144,FRA_Takapoto_1144,2010,23583.00
1140,FRA_Taiaro_1140,2010,23583.00
1106,FRA_Tahuata_1106,2010,23583.00
1204,FRA_St_Pierre_and_Miquelon_1204,2010,31299.30
652,FRA_St_Barthelemy_652,2010,31299.30
374,FRA_Rurutu_374,2010,23583.00
1084,FRA_Rurutu_1084,2010,23583.00
1083,FRA_Rimatara_1083,2010,23583.00
369,FRA_Raroia_369,2010,23583.00
1139,FRA_Rangiroa_1139,2010,23583.00
1082,FRA_Raivavae_1082,2010,23583.00
1105,FRA_Nuku_Hiva_1105,2010,23583.00
1138,FRA_Niau_1138,2010,23583.00
1024,FRA_New_Caledonia_1024,2010,36789.00
1137,FRA_Nengonengo_1137,,uninhabited
1135,FRA_Moruroa_1135,,uninhabited
1104,FRA_Mohotani_1104,,uninhabited
1134,FRA_Matureivavao_1134,,uninhabited
1131,FRA_Mataiva_1131,2010,23583.00
1136,FRA_Marutea_Sud_1136,2010,23583.00
1019,FRA_Martinique_1019,2010,31299.30
1080,FRA_Marotiri_1080,,uninhabited
1081,FRA_Maria_Australes_1081,,uninhabited
1133,FRA_Manihi_1133,2010,23583.00
1092,FRA_Mangareva_1092,2010,23583.00
269,FRA_Makatea_269,2010,23583.00
1132,FRA_Makatea_1132,2010,23583.00
1091,FRA_Makaroa_1091,,uninhabited
243,FRA_La_Reunion_243,2010,31299.30
242,FRA_La_Possession_Crozet_Archipelago_242,,uninhabited
850,FRA_Kerguelen_850,2010,31299.30
1130,FRA_Kaukura_1130,2010,23583.00
1090,FRA_Kamaka_1090,,uninhabited
1103,FRA_Hiva_Oa_1103,2010,23583.00
1129,FRA_Hiti_1129,,uninhabited
1102,FRA_Hatutaa_1102,,uninhabited
1128,FRA_Hao_1128,2010,23583.00
156,FRA_Gard_156,2010,24216.03
1362,FRA_France_mainland_1362,2010,31299.30
846,FRA_France_846,2010,31299.30
1101,FRA_Fatu_Huku_1101,,uninhabited
1100,FRA_Fatu_Hiva_1100,2010,23583.00
1127,FRA_Fangataufa_1127,,uninhabited
1126,FRA_Fakahina_1126,2010,23583.00
1099,FRA_Eiao_1099,,uninhabited
113,FRA_Departement_Var_113,2010,28830.79
847,FRA_Crozet_Island_847,2010,31299.30
849,FRA_Corsica_849,2010,31299.30
848,FRA_Clipperton_Island_848,,uninhabited
49,FRA_Bouches_du_Rhone_49,2010,28830.79
1089,FRA_Aukena_1089,2010,23583.00
1125,FRA_Apataki_1125,2010,23583.00
1124,FRA_Anaa_1124,2010,23583.00
7,FRA_Amsterdam_Island_7,2010,31299.30
1088,FRA_Akamaru_1088,2010,23583.00
1123,FRA_Ahunui_1123,,uninhabited
845,FJI_Rotuma_845,2010,3649.40
844,FJI_Nayau_844,,
843,FJI_Nasoata_843,,uninhabited
842,FJI_Lakeba_842,2010,3649.40
140,FJI_Fiji_140,2010,3649.40
841,FJI_Aiwa_841,,uninhabited
840,FIN_Finland_840,2010,32991.91
839,ETH_Ethiopia_839,2010,343.70
838,EST_Estonia_838,2010,17017.47
452,ESP_Tenerife_452,2010,25512.00
1360,ESP_Spain_mainland_1360,2010,27332.01
835,ESP_Spain_835,2010,27332.01
365,ESP_Pithyusics_365,2010,31876.00
282,ESP_Menorca_282,2010,31876.00
272,ESP_Mallorca_272,2010,31876.00
248,ESP_Lanzarote_248,2010,25512.00
241,ESP_La_Palma_241,2010,25512.00
240,ESP_La_Gomera_240,2010,25512.00
181,ESP_Ibiza_181,2010,31876.00
161,ESP_Gran_Canaria_161,2010,25512.00
153,ESP_Fuerteventura_153,2010,25512.00
148,ESP_Formentera_148,2010,31876.00
127,ESP_El_Hierro_127,2010,25512.00
837,ESP_Canary_Islands_837,2010,25512.00
64,ESP_Cabrera_64,2010,31876.00
836,ESP_Balearics_836,2010,31876.00
497,ESH_Western_Sahara_497,2010,3621.14
834,ERI_Eritrea_834,2010,368.70
833,EGY_Egypt_833,2007,4340.46
500,ECU_Wolf_500,,uninhabited
403,ECU_Santiago_403,,uninhabited
397,ECU_Santa_Fe_397,,uninhabited
396,ECU_Santa_Cruz_396,2005,15568.00
386,ECU_San_Cristobal_386,2005,15568.00
362,ECU_Pinzon_362,,uninhabited
361,ECU_Pinta_361,,uninhabited
273,ECU_Marchena_273,,uninhabited
202,ECU_Isabela_202,2005,15568.00
158,ECU_Genovesa_158,,uninhabited
832,ECU_Galapagos_832,2005,15568.00
145,ECU_Floreana_145,2005,15568.00
138,ECU_Fernandina_138,,uninhabited
130,ECU_Espanola_130,,uninhabited
831,ECU_Ecuador_831,2005,5520.00
110,ECU_Darwin_110,,uninhabited
830,DZA_Algeria_830,2005,5988.78
829,DOM_Dominican_Republic_829,2010,5295.40
41,DOM_Beata_41,,
828,DNK_Denmark_828,2010,33716.83
827,DMA_Dominica_827,2010,6926.80
826,DJI_Djibouti_826,2010,1353.00
825,DEU_Germany_825,2010,34230.11
824,CZE_Czech_Republic_824,2010,23394.38
823,CYP_Cyprus_823,2010,30438.90
820,CUW_Curacao_820,2010,20001.00
107,CUB_Cuba_Biosphere_Reserve_Baconao_Coastal_Terraces_107,2010,5702.00
819,CUB_Cuba_819,2010,5702.00
293,CRI_Monte_Verde_Area_293,2005,9939.32
103,CRI_Costa_Rica_Isla_del_Coco_103,,uninhabited
818,CRI_Costa_Rica_818,2005,9939.32
409,CPV_Sao_Vicente_409,2010,3767.12
407,CPV_Sao_Nicolau_407,2010,3767.12
404,CPV_Santo_Antao_404,2010,3767.12
402,CPV_Santiago_402,2010,3767.12
398,CPV_Santa_Luzia_398,2010,uninhabited
380,CPV_Sal_380,2010,3767.12
370,CPV_Raso_370,,uninhabited
268,CPV_Maio_268,2010,3767.12
147,CPV_Fogo_147,2010,3767.12
817,CPV_Cape_Verde_817,2010,3413.30
51,CPV_Brava_51,2010,3767.12
50,CPV_Branco_50,,uninhabited
47,CPV_Boavista_47,2010,3767.12
816,COM_Comoros_816,2010,759.30
97,COL_Pacific_Region_97,2010,7534.48
96,COL_Orinoquia_96,2010,9324.06
95,COL_Department_Antioquia_95,2010,7709.94
815,COL_Colombia_815,2010,7534.48
98,COL_Chocco_98,2010,3216.24
94,COL_Caribbean_region_94,2010,7534.48
12,COL_Andres_Old_Providence_Sainte_Cataline_12,2010,7534.48
93,COL_Andean_region_93,2010,7534.48
92,COL_Amazon_regiom_92,2010,7534.48
814,COK_Takutea_814,,uninhabited
813,COK_Suwarrow_813,,uninhabited
811,COK_Rarotonga_811,2010,12653.00
812,COK_Rakahanga_812,2010,12653.00
810,COK_Pukapuka_Cook_810,2010,12653.00
809,COK_Penrhyn_Tongareva_809,2010,12653.00
808,COK_Palmerston_808,2010,12653.00
807,COK_Nassau_807,2010,12653.00
806,COK_Mitiaro_806,2010,12653.00
803,COK_Mauke_803,2010,12653.00
804,COK_Manuae_804,,uninhabited
805,COK_Manihiki_805,2010,12653.00
802,COK_Mangaia_802,2010,12653.00
99,COK_Cook_Islands_99,2010,12653.00
801,COK_Atiu_801,2010,12653.00
800,COK_Aitutaki_800,2010,12653.00
799,COG_Congo_799,2005,2183.40
798,COD_Congo_Dem_Rep_798,2005,207.47
797,CMR_Cameroon_797,2005,1742.69
796,CIV_Cote_dIvoire_796,2005,1298.50
772,CHN_Zhejiang_772,2010,12032.00
786,CHN_Yunnan_786,2010,3711.00
795,CHN_Xizang_795,2010,3985.69
794,CHN_Xinjiang_794,2010,5883.00
454,CHN_Tibet_454,2010,3986.00
764,CHN_Tianjing_764,2010,16788.00
784,CHN_Sichuan_784,2010,10398.98
766,CHN_Shanxi_766,2010,6086.00
770,CHN_Shanghai_770,2010,17622.00
776,CHN_Shandong_776,2010,9658.00
788,CHN_Shaanxi_788,2010,6408.00
790,CHN_Qinghai_790,2010,5671.00
791,CHN_Ningxia_791,2010,7295.74
787,CHN_Neimenggu_787,2010,7295.74
793,CHN_Macau_793,2010,53046.00
767,CHN_Liaoning_767,2010,9974.00
768,CHN_Jilin_768,2010,7459.00
775,CHN_Jiangxi_775,2010,5008.00
208,CHN_Jiangsu_and_Shanghai_208,,
771,CHN_Jiangsu_771,2010,12446.00
779,CHN_Hunan_779,2010,5771.00
778,CHN_Hubei_778,2010,6590.00
792,CHN_HongKong_792,2010,32550.10
777,CHN_Henan_777,2010,5805.00
769,CHN_Heilongjiang_769,2010,6395.00
173,CHN_Hebei_Beijing_Tianjin_173,,
765,CHN_Hebei_765,2010,6702.00
782,CHN_Hainan_782,2010,7746.07
785,CHN_Guizhou_785,2010,3127.00
781,CHN_Guangxi_781,2010,4908.00
780,CHN_Guangdong_780,2010,5248.93
789,CHN_Gansu_789,2010,7295.74
774,CHN_Fujian_774,2010,9434.00
783,CHN_Chongqing_783,2010,10398.98
86,CHN_China_86,2010,7746.00
763,CHN_Beijing_763,2010,17006.00
773,CHN_Anhui_773,2010,4905.00
480,CHL_Valparaiso_Region_480,2010,9907.84
762,CHL_Valparaiso_762,2010,9908.00
761,CHL_Valdivia_761,2010,6438.28
760,CHL_Ultima_Esperanza_760,2010,12004.52
759,CHL_Tocopilla_759,2010,42173.79
758,CHL_Tierra_del_Fuego_CHL_758,2010,12527.00
451,CHL_Tarapaca_and_Arica_y_Parinacota_451,2010,17194.36
756,CHL_Talca_756,2010,7285.92
757,CHL_Talagante_757,2010,14873.59
401,CHL_Santiago_Metropolitan_401,2010,14873.59
755,CHL_Santiago_755,2010,14873.59
753,CHL_Santa_Clara_753,,uninhabited
754,CHL_San_Felipe_de_Aconcagua_754,2010,9907.84
752,CHL_San_Antonio_752,2010,9907.84
751,CHL_Robinso_Crusoe_Island_751,2010,12526.56
750,CHL_Quillota_750,2010,9907.84
747,CHL_Petorca_747,2010,9907.84
749,CHL_Parinacota_749,2010,17194.36
748,CHL_Palena_748,2010,6438.28
746,CHL_Osorno_746,2010,6438.28
745,CHL_Nuble_745,2010,8323.59
741,CHL_Melipilla_741,2010,14873.59
278,CHL_Maule_278,2010,7285.92
744,CHL_Malleco_744,2010,4877.78
743,CHL_Maipo_743,2010,14873.59
265,CHL_Magallanes_y_la_Antartica_Chilena_265,2010,12004.52
742,CHL_Magallanes_742,2010,12004.52
261,CHL_Los_Lagos_261,2010,6438.00
737,CHL_Los_Andes_737,2010,9907.84
738,CHL_Llanquihue_738,2010,6438.28
740,CHL_Linares_740,2010,7285.92
739,CHL_Limari_739,2010,9485.10
254,CHL_Libertador_General_Bernardo_OHiggins_254,2010,10985.00
239,CHL_La_Araucania_and_Los_Rios_239,2010,12526.56
211,CHL_Juan_Fernandez_Islands_211,2010,12526.56
736,CHL_Iquique_736,2010,17194.36
735,CHL_Huasco_735,2010,18564.72
734,CHL_General_Carrera_734,2010,9344.71
733,CHL_Elqui_733,2010,9485.10
732,CHL_El_Loa_732,2010,42173.79
124,CHL_Easter_Island_Rapa_Nui_124,2010,12526.56
731,CHL_Curico_731,2010,7285.92
721,CHL_Cordillera_721,2010,14873.59
100,CHL_Coquimbo_100,2010,9485.00
727,CHL_Copiapo_727,2010,18564.72
726,CHL_Concepcion_726,2010,8323.59
725,CHL_Colchagua_725,2010,10984.74
724,CHL_Coihaique_724,2010,9344.71
723,CHL_Choapa_723,2010,9485.10
722,CHL_Chiloe_722,2010,6438.28
85,CHL_Chile_85,2010,12527.00
1257,CHL_Chaparal_1257,2010,18564.72
83,CHL_Chacabuco_83,2010,14873.59
730,CHL_Cautin_730,2010,4877.78
729,CHL_Cauquenes_729,2010,7285.92
720,CHL_Cardenal_Caro_720,2010,10984.74
728,CHL_Capitan_Prat_728,2010,9344.71
718,CHL_Cachapoal_718,2010,10984.74
44,CHL_Biobio_Region_44,2010,8323.59
717,CHL_Biobio_717,2010,8324.00
36,CHL_Aysen_del_General_Carlos_Ibanez_del_Campo_36,2010,9344.71
34,CHL_Atacama_34,2010,18565.00
714,CHL_Arica_714,2010,17194.36
716,CHL_Arauco_716,2010,8323.59
19,CHL_Antofagasta_Province_19,2005,11068.38
713,CHL_Antofagasta_713,2010,42173.79
17,CHL_Antartica_Chilena_17,2010,12004.52
715,CHL_Alejandro_Selkirk_Island_715,2010,12526.56
712,CHL_Aisen_712,2010,9344.71
710,CHE_Switzerland_710,2010,39985.63
708,CAN_Yukon_708,2010,55778.09
707,CAN_Saskatchewan_707,2010,38562.00
706,CAN_Sable_Island_706,2010,29686.43
367,CAN_Queen_Charlotte_Islands_367,2010,35304.00
705,CAN_Quebec_705,2010,32322.00
704,CAN_Prince_Edward_Island_704,2010,27838.00
703,CAN_Ontario_703,2010,38361.00
702,CAN_Nunavut_702,2010,55778.09
700,CAN_Nova_Scotia_700,2010,29686.00
701,CAN_Northwest_Territories_701,2010,55778.09
699,CAN_Newfoundland_699,2010,33941.54
698,CAN_New_Brunswick_698,2010,29484.00
279,CAN_McKenzie_279,2010,55778.09
697,CAN_Manitoba_697,2010,33713.00
696,CAN_Labrador_696,2010,33941.54
226,CAN_Kent_Island_226,,
225,CAN_Keewatin_225,2010,55778.09
149,CAN_Franklin_149,2010,55778.09
115,CAN_Devon_Island_115,,uninhabited
68,CAN_Canada_68,2010,37110.00
695,CAN_British_Columbia_695,2010,35304.00
694,CAN_Alberta_694,2010,49837.00
693,CAF_Central_African_Republic_693,2010,456.60
692,BWA_Botswana_692,2010,6492.90
43,BTN_Bhutan_43,2010,2201.30
59,BRN_Brunei_59,2010,31453.00
691,BRB_Barbados_691,2010,15854.40
671,BRA_Trindade_and_Martin_Vaz_671,,uninhabited
690,BRA_Tocatins_690,2010,11171.53
688,BRA_Sergipe_688,2010,4863.00
689,BRA_Sao_Paulo_689,2010,12705.00
687,BRA_Santa_Catarina_687,2010,10255.00
685,BRA_Roraima_685,2010,7693.31
684,BRA_Rondonia_684,2010,7693.31
686,BRA_Rio_Grande_do_Sul_686,2010,9921.00
683,BRA_Rio_Grande_do_Norte_683,2010,4289.00
682,BRA_Rio_de_Janeiro_682,2010,10699.00
680,BRA_Piaui_680,2010,2973.00
679,BRA_Pernambuco_679,2010,4547.00
681,BRA_Parana_681,2010,8742.00
678,BRA_Paraiba_678,2010,3564.00
677,BRA_Para_677,2010,7693.31
58,BRA_Pantanal_58,2010,7693.31
57,BRA_Pampa_57,2010,9921.18
674,BRA_Minas_Gerais_674,2010,7534.00
675,BRA_Mato_Grosso_do_Sul_675,2010,7693.31
676,BRA_Mato_Grosso_676,2010,4385.89
673,BRA_Maranhao_673,2010,2892.00
186,BRA_Ilha_dos_Franceses_186,,
672,BRA_Goias_672,2010,11171.53
139,BRA_Fernando_de_Noronha_139,2010,8325.00
670,BRA_Espirito_Santo_670,2010,9818.00
669,BRA_Distrito_Federal_669,2010,11171.53
56,BRA_Central_Savanna_56,2010,8325.00
668,BRA_Ceara_668,2010,3871.00
55,BRA_Caatinga_55,2010,8325.00
52,BRA_Brazil_52,2010,8325.00
667,BRA_Bahia_667,2010,4627.00
54,BRA_Atlantic_Rainforest_54,2010,8325.00
665,BRA_Amazonas_665,2010,7693.31
53,BRA_Amazon_rainforest_53,2010,8325.00
666,BRA_Amapa_666,2010,4385.89
664,BRA_Alagoas_664,2010,3309.00
663,BRA_Acre_663,2010,4856.00
662,BOL_Bolivia_662,2010,1934.70
466,BLZ_Turneffe_Islands_466,2010,4527.30
660,BLZ_Toledo_660,2010,4527.30
659,BLZ_Stann_Creek_659,2010,4527.30
658,BLZ_Orange_Walk_658,2010,4527.30
255,BLZ_Lighthouse_Reef_255,,
159,BLZ_Glovers_Reef_159,,
656,BLZ_Corozal_656,2010,4527.30
657,BLZ_Cayo_657,2010,4527.30
506,BLZ_Belize_506,2010,4527.30
655,BLZ_Belize__region655,2010,4527.30
654,BLZ_Belize__region_654,2010,4527.30
653,BLR_Belarus_653,2010,5818.20
651,BHS_Bahamas_651,2010,21940.70
38,BHR_Bahrain_38,2010,22386.00
650,BGR_Bulgaria_650,2010,10588.96
40,BGD_Bangladesh_40,2005,1085.53
649,BFA_Burkina_Faso_649,2010,577.90
645,BEN_Benin_645,2004,1163.72
142,BEL_Flanders_142,2005,33892.68
644,BEL_Belgium_644,2010,35558.52
643,BDI_Burundi_643,2010,219.50
450,AZE_Talysh_450,2010,5842.80
37,AZE_Azerbaijan_37,2010,5842.80
490,AUT_Vorarlberg_490,2010,40940.00
499,AUT_Vienna_499,2010,49943.07
326,AUT_Upper_Austria_Muehlviertel_326,2010,38178.78
324,AUT_Upper_Austria_Alps_324,2010,38178.78
325,AUT_Upper_Austria_Alpenvorland_325,2010,38178.78
323,AUT_Upper_Austria_323,2010,38178.78
457,AUT_Tyrol_457,2010,40013.63
436,AUT_Styria_436,2010,33461.94
383,AUT_Salzburg_City_383,2010,44361.00
382,AUT_Salzburg_382,2010,44361.00
308,AUT_Lower_Austria_308,2010,31911.85
220,AUT_Carinthia_220,2010,32573.69
60,AUT_Burgenland_60,2010,26272.00
642,AUT_Austria_642,2010,38586.00
606,AUS_Yorke_Peninsula_606,2010,36571.53
638,AUS_Yalgoo_638,2010,56521.66
640,AUS_Wooded_Island_640,,uninhabited
592,AUS_Wide_Bay_592,2010,38735.71
639,AUS_White_Island_639,,uninhabited
496,AUS_Western_Australia_496,2010,56521.66
641,AUS_West_Wallabi_Island_641,,uninhabited
494,AUS_West_Waldegrave_Island_494,2010,uninhabited
493,AUS_West_Island_493,2010,uninhabited
637,AUS_Warren_637,2010,56521.66
591,AUS_Warrego_591,2010,38735.71
491,AUS_Ward_Island_491,2010,uninhabited
636,AUS_Victoria_Bonaparte_636,2010,56521.66
484,AUS_Victoria_484,2010,38288.33
612,AUS_Uncle_Margie_Island_612,,uninhabited
458,AUS_Topgallant_Island_458,,uninhabited
610,AUS_Tasmania_610,2010,32602.00
635,AUS_Tanami_635,2010,56521.66
634,AUS_Swan_Coastal_Plain_634,2010,56521.66
609,AUS_Suomi_Island_609,,uninhabited
429,AUS_St_Francis_Island_429,2010,uninhabited
572,AUS_Southern_Tablelands_572,2010,40423.15
574,AUS_South_Western_Slopes_574,2010,40423.15
573,AUS_South_Western_Plains_573,2010,40423.15
425,AUS_South_Stradbroke_Island_425,2010,38735.71
571,AUS_South_Far_Western_Plains_571,2010,40423.15
604,AUS_South_East_604,2010,36571.53
570,AUS_South_Coast_570,2010,40423.15
423,AUS_South_Australia_423,2010,36571.53
417,AUS_Smooth_Island_417,2010,uninhabited
607,AUS_Serventy_Island_607,,uninhabited
608,AUS_Seagull_Island_608,,uninhabited
594,AUS_SA_EA_594,2010,36571.53
593,AUS_Rat_Island_593,,uninhabited
368,AUS_Queensland_368,2010,38735.71
589,AUS_Port_Curtis_589,2010,38735.71
633,AUS_Pilbara_633,2010,56521.66
577,AUS_Pigeon_Island_577,,uninhabited
358,AUS_Perth_region_358,,56521.66
576,AUS_Pelsaert_Island_576,,uninhabited
357,AUS_Pearson_Island_357,2010,36571.53
632,AUS_Ord_Victoria_Plains_632,2010,56521.66
631,AUS_Nullabor_631,2010,56521.66
602,AUS_Nullabor_602,2010,36571.53
575,AUS_Northern_Territory_575,2010,49603.00
567,AUS_Northern_Tablelands_567,2010,40423.15
630,AUS_Northern_Kimberley_630,2010,56521.66
569,AUS_North_Western_Slopes_569,2010,40423.15
568,AUS_North_Western_Plains_568,2010,40423.15
603,AUS_North_West_603,2010,36571.53
316,AUS_North_Veteran_Island_316,2010,36571.53
